long,racial_group,index,unclear,correct
i think we negor soldiers should be better of in some camp in the north stop these people in the south from killing our negor soldiers;  please give use some bus service fore we can get out of this camp [unclear]next[/unclear] we are off with passes  and when we go off the post we cant get back on the post.  this is my first time in alabama and i hope this is my last time here. this camp has no injoyment for us at all: and that's why so many of our men go over the hill [unclear]home[/unclear] and a damn few of us like our officer's we negro are good soldiers here but don't get what we should have in the line of  here for us we work hard day and night and a little time off to go to town or to a show. (thanking you),black,2301,[unclear]next[/unclear],next
i think we negor soldiers should be better of in some camp in the north stop these people in the south from killing our negor soldiers;  please give use some bus service fore we can get out of this camp [unclear]next[/unclear] we are off with passes  and when we go off the post we cant get back on the post.  this is my first time in alabama and i hope this is my last time here. this camp has no injoyment for us at all: and that's why so many of our men go over the hill [unclear]home[/unclear] and a damn few of us like our officer's we negro are good soldiers here but don't get what we should have in the line of  here for us we work hard day and night and a little time off to go to town or to a show. (thanking you),black,2301,[unclear]home[/unclear],home
the negro have and wright you see in all place for white only and dont want to help you out in any thing the [unclear]dortan [/unclear]or very poor and don't give a dam about you when you to to for a treatment they talk very bad to the negro and curst you and call you very bad names. i have very bad feet all they do [unclear]is laf [/unclear]then if no treatment at all sick or will go back to the drill field and try to do best in rain and ever thing very bad way to do when you pain all over your body it is very mean and when you have to go to work sick as will. i don't think that right so that the way i feel,black,2318,[unclear]dortan [/unclear],
the negro have and wright you see in all place for white only and dont want to help you out in any thing the [unclear]dortan [/unclear]or very poor and don't give a dam about you when you to to for a treatment they talk very bad to the negro and curst you and call you very bad names. i have very bad feet all they do [unclear]is laf [/unclear]then if no treatment at all sick or will go back to the drill field and try to do best in rain and ever thing very bad way to do when you pain all over your body it is very mean and when you have to go to work sick as will. i don't think that right so that the way i feel,black,2318,[unclear]is laf [/unclear],is laugh
i like the army very well but it is ways i dont but some day i hope it all will be over i come in the army an   green on the job. bet i soon know what to do i am fitting along very well i like the  of my company some days i dont fit [unclear]annt[/unclear] to lat so that all,black,2322,[unclear]annt[/unclear],
about the camp i'm in ft. mcclellan alabama. i was ran over by 2 taxi cab in town by a white cab and the driver said himself[unclear]it was his[/unclear] fault and the capt. said it was just  of that wet night and you [unclear]could[/unclear] stop. i  on a moticicle [sic] and the [unclear]camp commander[/unclear]  said  out to fight  it dont  him you better ,black,2332,[unclear]it was his[/unclear],it was his
about the camp i'm in ft. mcclellan alabama. i was ran over by 2 taxi cab in town by a white cab and the driver said himself[unclear]it was his[/unclear] fault and the capt. said it was just  of that wet night and you [unclear]could[/unclear] stop. i  on a moticicle [sic] and the [unclear]camp commander[/unclear]  said  out to fight  it dont  him you better ,black,2332,[unclear]could[/unclear],could
about the camp i'm in ft. mcclellan alabama. i was ran over by 2 taxi cab in town by a white cab and the driver said himself[unclear]it was his[/unclear] fault and the capt. said it was just  of that wet night and you [unclear]could[/unclear] stop. i  on a moticicle [sic] and the [unclear]camp commander[/unclear]  said  out to fight  it dont  him you better ,black,2332,[unclear]camp commander[/unclear],camp commander
i as a negro soldiers army of the united states of america a do sincerely hope deep down in my [unclear]sould[/unclear] that the negroes of this country should be free right as the white man after he is willing to give the dearest thing in the world and that is his life should be given a even chance no man can offer moor and should be given less than equal rights,black,2342,[unclear]sould[/unclear],soul
would any of us haul a chance pack a [unclear]camp [/unclear]to go to far a good rease for his fair at home to help his peper.,black,2353,[unclear]camp [/unclear],camp 
thems fighting then was a [unclear]trop[/unclear] the negro will have a better change his than the chick before his sing the war will often only black all will his in fray and there will be no more war. because it ain't a good thing to have and hope we will win it and we will have a peace often will see and that new [unclear]reunion[/unclear] like again the war was something in expecting its the [unclear]combitit[/unclear] the attack his employ a [unclear]clue[/unclear] yes so therefore were have to fight very fast to conquer,black,2357,[unclear]trop[/unclear],
thems fighting then was a [unclear]trop[/unclear] the negro will have a better change his than the chick before his sing the war will often only black all will his in fray and there will be no more war. because it ain't a good thing to have and hope we will win it and we will have a peace often will see and that new [unclear]reunion[/unclear] like again the war was something in expecting its the [unclear]combitit[/unclear] the attack his employ a [unclear]clue[/unclear] yes so therefore were have to fight very fast to conquer,black,2357,[unclear]reunion[/unclear],reunion
thems fighting then was a [unclear]trop[/unclear] the negro will have a better change his than the chick before his sing the war will often only black all will his in fray and there will be no more war. because it ain't a good thing to have and hope we will win it and we will have a peace often will see and that new [unclear]reunion[/unclear] like again the war was something in expecting its the [unclear]combitit[/unclear] the attack his employ a [unclear]clue[/unclear] yes so therefore were have to fight very fast to conquer,black,2357,[unclear]combitit[/unclear],combat
thems fighting then was a [unclear]trop[/unclear] the negro will have a better change his than the chick before his sing the war will often only black all will his in fray and there will be no more war. because it ain't a good thing to have and hope we will win it and we will have a peace often will see and that new [unclear]reunion[/unclear] like again the war was something in expecting its the [unclear]combitit[/unclear] the attack his employ a [unclear]clue[/unclear] yes so therefore were have to fight very fast to conquer,black,2357,[unclear]clue[/unclear],
all i can say the colored men are treated like a rabbit or a dog at at all times our officers treat us like dogs but still we got to fight for our country it will be a different story after this war the colored man got to fight for his right if not a change it we'll be more right here in this country with the white men and the negro man might rank an officer with a good thought should inspect the 92 division see how the men are treated. the officers don't kno any thing about these jobs at all they teach mens [unclear]wrong[/unclear] i been in the army lots of years older soilders are treated bad because they no there jobs.,black,2358,[unclear]wrong[/unclear],wrong
i  will have been in the army 4 monis and deant get a [unclear]solls[/unclear] yet i dont think it is your fair what the boys cant go home some times and i think they would tell[unclear] other[/unclear] about the army - and when they do get a pass to [unclear]around[/unclear] they cant get they becose the man wount tet the collored boys out  they allways put the unit  in [unclear]trunt[/unclear] and i think somebody schould do something about it,black,2360,[unclear]solls[/unclear],
i  will have been in the army 4 monis and deant get a [unclear]solls[/unclear] yet i dont think it is your fair what the boys cant go home some times and i think they would tell[unclear] other[/unclear] about the army - and when they do get a pass to [unclear]around[/unclear] they cant get they becose the man wount tet the collored boys out  they allways put the unit  in [unclear]trunt[/unclear] and i think somebody schould do something about it,black,2360,[unclear] other[/unclear],other
i  will have been in the army 4 monis and deant get a [unclear]solls[/unclear] yet i dont think it is your fair what the boys cant go home some times and i think they would tell[unclear] other[/unclear] about the army - and when they do get a pass to [unclear]around[/unclear] they cant get they becose the man wount tet the collored boys out  they allways put the unit  in [unclear]trunt[/unclear] and i think somebody schould do something about it,black,2360,[unclear]around[/unclear],around
i  will have been in the army 4 monis and deant get a [unclear]solls[/unclear] yet i dont think it is your fair what the boys cant go home some times and i think they would tell[unclear] other[/unclear] about the army - and when they do get a pass to [unclear]around[/unclear] they cant get they becose the man wount tet the collored boys out  they allways put the unit  in [unclear]trunt[/unclear] and i think somebody schould do something about it,black,2360,[unclear]trunt[/unclear],
"i ben in 4 mont and i hardly can get to town, how long do a soldier have to be in be fore he get a fellnor, and other wise i make it all rite, a [unclear]illegible[/unclear] now that, so this all,",black,2361,[unclear]illegible[/unclear],
"we know that this is war and that we have one country we know of this drilling the cold and rain haven't got the colord soldiers nothing but sickness when they go to get on it  book they would curse them and at the  saying your just gold braking [bricking?] set. its been so bad that they do get sick and would report it because the would [unclear]know[/unclear] what the cone giviance would be and about the light going off at 9'oclock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p. x. for our soldiers because the p.x. here they ll take there on damn time to wait on you we have a white shoe repair they are as slow as damn snail i've actually put shoe into be repair and it be almost 3 wks to get them out alas the p.x. charge too much for their merchandise pr sox cost [unclear]78 [/unclear][cents] and their not worth it our laundries or have done they lose everything nothing the do about it. it just lost, and that all. we pay [unclear]?8 [cents] [/unclear] for [unclear]under[/unclear] and more. we know that this is war and that we have one country we know of. this drilling in the cold and rain haven't got the colord soldiers nothing but sickness when they go to get an  [unclear]book[/unclear] they would curse them out at the  saying your, just  [unclear]braking[/unclear] out. it's been so bad that they  get sick and would report it because the would know what the [unclear]conexperiance[/unclear] would be. [break] and about the light going off at 9o'clock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p.x. for our soldiers because the p.x. here they'll take there on damn time to wait on you. we have a white shoe repair they are as slow as damn  i've actually put shoes into the repair and it tx almost 2 wks to get them out. ???? the p. x. charge too much for their merchaydise,  cost 28¢ and th it worth it. purif or live  they  nothing the do about it. it just lost. and th all. ???? 8¢  for   men,",black,2374,[unclear]know[/unclear],know
"we know that this is war and that we have one country we know of this drilling the cold and rain haven't got the colord soldiers nothing but sickness when they go to get on it  book they would curse them and at the  saying your just gold braking [bricking?] set. its been so bad that they do get sick and would report it because the would [unclear]know[/unclear] what the cone giviance would be and about the light going off at 9'oclock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p. x. for our soldiers because the p.x. here they ll take there on damn time to wait on you we have a white shoe repair they are as slow as damn snail i've actually put shoe into be repair and it be almost 3 wks to get them out alas the p.x. charge too much for their merchandise pr sox cost [unclear]78 [/unclear][cents] and their not worth it our laundries or have done they lose everything nothing the do about it. it just lost, and that all. we pay [unclear]?8 [cents] [/unclear] for [unclear]under[/unclear] and more. we know that this is war and that we have one country we know of. this drilling in the cold and rain haven't got the colord soldiers nothing but sickness when they go to get an  [unclear]book[/unclear] they would curse them out at the  saying your, just  [unclear]braking[/unclear] out. it's been so bad that they  get sick and would report it because the would know what the [unclear]conexperiance[/unclear] would be. [break] and about the light going off at 9o'clock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p.x. for our soldiers because the p.x. here they'll take there on damn time to wait on you. we have a white shoe repair they are as slow as damn  i've actually put shoes into the repair and it tx almost 2 wks to get them out. ???? the p. x. charge too much for their merchaydise,  cost 28¢ and th it worth it. purif or live  they  nothing the do about it. it just lost. and th all. ???? 8¢  for   men,",black,2374,[unclear]78 [/unclear],78
"we know that this is war and that we have one country we know of this drilling the cold and rain haven't got the colord soldiers nothing but sickness when they go to get on it  book they would curse them and at the  saying your just gold braking [bricking?] set. its been so bad that they do get sick and would report it because the would [unclear]know[/unclear] what the cone giviance would be and about the light going off at 9'oclock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p. x. for our soldiers because the p.x. here they ll take there on damn time to wait on you we have a white shoe repair they are as slow as damn snail i've actually put shoe into be repair and it be almost 3 wks to get them out alas the p.x. charge too much for their merchandise pr sox cost [unclear]78 [/unclear][cents] and their not worth it our laundries or have done they lose everything nothing the do about it. it just lost, and that all. we pay [unclear]?8 [cents] [/unclear] for [unclear]under[/unclear] and more. we know that this is war and that we have one country we know of. this drilling in the cold and rain haven't got the colord soldiers nothing but sickness when they go to get an  [unclear]book[/unclear] they would curse them out at the  saying your, just  [unclear]braking[/unclear] out. it's been so bad that they  get sick and would report it because the would know what the [unclear]conexperiance[/unclear] would be. [break] and about the light going off at 9o'clock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p.x. for our soldiers because the p.x. here they'll take there on damn time to wait on you. we have a white shoe repair they are as slow as damn  i've actually put shoes into the repair and it tx almost 2 wks to get them out. ???? the p. x. charge too much for their merchaydise,  cost 28¢ and th it worth it. purif or live  they  nothing the do about it. it just lost. and th all. ???? 8¢  for   men,",black,2374,[unclear]?8 [cents] [/unclear],
"we know that this is war and that we have one country we know of this drilling the cold and rain haven't got the colord soldiers nothing but sickness when they go to get on it  book they would curse them and at the  saying your just gold braking [bricking?] set. its been so bad that they do get sick and would report it because the would [unclear]know[/unclear] what the cone giviance would be and about the light going off at 9'oclock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p. x. for our soldiers because the p.x. here they ll take there on damn time to wait on you we have a white shoe repair they are as slow as damn snail i've actually put shoe into be repair and it be almost 3 wks to get them out alas the p.x. charge too much for their merchandise pr sox cost [unclear]78 [/unclear][cents] and their not worth it our laundries or have done they lose everything nothing the do about it. it just lost, and that all. we pay [unclear]?8 [cents] [/unclear] for [unclear]under[/unclear] and more. we know that this is war and that we have one country we know of. this drilling in the cold and rain haven't got the colord soldiers nothing but sickness when they go to get an  [unclear]book[/unclear] they would curse them out at the  saying your, just  [unclear]braking[/unclear] out. it's been so bad that they  get sick and would report it because the would know what the [unclear]conexperiance[/unclear] would be. [break] and about the light going off at 9o'clock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p.x. for our soldiers because the p.x. here they'll take there on damn time to wait on you. we have a white shoe repair they are as slow as damn  i've actually put shoes into the repair and it tx almost 2 wks to get them out. ???? the p. x. charge too much for their merchaydise,  cost 28¢ and th it worth it. purif or live  they  nothing the do about it. it just lost. and th all. ???? 8¢  for   men,",black,2374,[unclear]under[/unclear],undewear
"we know that this is war and that we have one country we know of this drilling the cold and rain haven't got the colord soldiers nothing but sickness when they go to get on it  book they would curse them and at the  saying your just gold braking [bricking?] set. its been so bad that they do get sick and would report it because the would [unclear]know[/unclear] what the cone giviance would be and about the light going off at 9'oclock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p. x. for our soldiers because the p.x. here they ll take there on damn time to wait on you we have a white shoe repair they are as slow as damn snail i've actually put shoe into be repair and it be almost 3 wks to get them out alas the p.x. charge too much for their merchandise pr sox cost [unclear]78 [/unclear][cents] and their not worth it our laundries or have done they lose everything nothing the do about it. it just lost, and that all. we pay [unclear]?8 [cents] [/unclear] for [unclear]under[/unclear] and more. we know that this is war and that we have one country we know of. this drilling in the cold and rain haven't got the colord soldiers nothing but sickness when they go to get an  [unclear]book[/unclear] they would curse them out at the  saying your, just  [unclear]braking[/unclear] out. it's been so bad that they  get sick and would report it because the would know what the [unclear]conexperiance[/unclear] would be. [break] and about the light going off at 9o'clock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p.x. for our soldiers because the p.x. here they'll take there on damn time to wait on you. we have a white shoe repair they are as slow as damn  i've actually put shoes into the repair and it tx almost 2 wks to get them out. ???? the p. x. charge too much for their merchaydise,  cost 28¢ and th it worth it. purif or live  they  nothing the do about it. it just lost. and th all. ???? 8¢  for   men,",black,2374,[unclear]book[/unclear],book
"we know that this is war and that we have one country we know of this drilling the cold and rain haven't got the colord soldiers nothing but sickness when they go to get on it  book they would curse them and at the  saying your just gold braking [bricking?] set. its been so bad that they do get sick and would report it because the would [unclear]know[/unclear] what the cone giviance would be and about the light going off at 9'oclock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p. x. for our soldiers because the p.x. here they ll take there on damn time to wait on you we have a white shoe repair they are as slow as damn snail i've actually put shoe into be repair and it be almost 3 wks to get them out alas the p.x. charge too much for their merchandise pr sox cost [unclear]78 [/unclear][cents] and their not worth it our laundries or have done they lose everything nothing the do about it. it just lost, and that all. we pay [unclear]?8 [cents] [/unclear] for [unclear]under[/unclear] and more. we know that this is war and that we have one country we know of. this drilling in the cold and rain haven't got the colord soldiers nothing but sickness when they go to get an  [unclear]book[/unclear] they would curse them out at the  saying your, just  [unclear]braking[/unclear] out. it's been so bad that they  get sick and would report it because the would know what the [unclear]conexperiance[/unclear] would be. [break] and about the light going off at 9o'clock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p.x. for our soldiers because the p.x. here they'll take there on damn time to wait on you. we have a white shoe repair they are as slow as damn  i've actually put shoes into the repair and it tx almost 2 wks to get them out. ???? the p. x. charge too much for their merchaydise,  cost 28¢ and th it worth it. purif or live  they  nothing the do about it. it just lost. and th all. ???? 8¢  for   men,",black,2374,[unclear]braking[/unclear],breaking
"we know that this is war and that we have one country we know of this drilling the cold and rain haven't got the colord soldiers nothing but sickness when they go to get on it  book they would curse them and at the  saying your just gold braking [bricking?] set. its been so bad that they do get sick and would report it because the would [unclear]know[/unclear] what the cone giviance would be and about the light going off at 9'oclock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p. x. for our soldiers because the p.x. here they ll take there on damn time to wait on you we have a white shoe repair they are as slow as damn snail i've actually put shoe into be repair and it be almost 3 wks to get them out alas the p.x. charge too much for their merchandise pr sox cost [unclear]78 [/unclear][cents] and their not worth it our laundries or have done they lose everything nothing the do about it. it just lost, and that all. we pay [unclear]?8 [cents] [/unclear] for [unclear]under[/unclear] and more. we know that this is war and that we have one country we know of. this drilling in the cold and rain haven't got the colord soldiers nothing but sickness when they go to get an  [unclear]book[/unclear] they would curse them out at the  saying your, just  [unclear]braking[/unclear] out. it's been so bad that they  get sick and would report it because the would know what the [unclear]conexperiance[/unclear] would be. [break] and about the light going off at 9o'clock some of the boys would be on k.p. and can't get a chance to do anything for them selves. it would be much better if we had colord operating the p.x. for our soldiers because the p.x. here they'll take there on damn time to wait on you. we have a white shoe repair they are as slow as damn  i've actually put shoes into the repair and it tx almost 2 wks to get them out. ???? the p. x. charge too much for their merchaydise,  cost 28¢ and th it worth it. purif or live  they  nothing the do about it. it just lost. and th all. ???? 8¢  for   men,",black,2374,[unclear]conexperiance[/unclear],
"i have nothing against any non-commissioned officers or officers in the united forces but i should like to know why is ones color against him; mainly in the south. i am a negro, about medium height with a brown complexion. on my army [unclear]i.j.[/unclear] examination i scored very high but when i come down to my application for o.c.s.[officers candidate school] i wasn't accepted. why i don't know. i do know i possess the necessary qualification and leadership ability. not being envious or jealous, of which i'm not because i fought and worked hard for everything i have did on [unclear]home owned[/unclear] prior to coming to the army, i do think its because i'm not a light colored negro. it may be my imagination just because i can't find anything wrong with me. they say others see in us what we ourselves may never see. i'm not disappointed in the least bit but a bit curious. i am in a way somewhat cockey because i believe if i'm given a slight chance i'll come through. i have did it before in school, sports, work and love and i know i'll come through in this bitter struggle of ""the survival of the fittest.",black,2384,[unclear]i.j.[/unclear],iq
"i have nothing against any non-commissioned officers or officers in the united forces but i should like to know why is ones color against him; mainly in the south. i am a negro, about medium height with a brown complexion. on my army [unclear]i.j.[/unclear] examination i scored very high but when i come down to my application for o.c.s.[officers candidate school] i wasn't accepted. why i don't know. i do know i possess the necessary qualification and leadership ability. not being envious or jealous, of which i'm not because i fought and worked hard for everything i have did on [unclear]home owned[/unclear] prior to coming to the army, i do think its because i'm not a light colored negro. it may be my imagination just because i can't find anything wrong with me. they say others see in us what we ourselves may never see. i'm not disappointed in the least bit but a bit curious. i am in a way somewhat cockey because i believe if i'm given a slight chance i'll come through. i have did it before in school, sports, work and love and i know i'll come through in this bitter struggle of ""the survival of the fittest.",black,2384,[unclear]home owned[/unclear],home owned
my own idea about the army is that every man should have a fair chance to prove what he can do. and also the nigers should have the same chance to become [unclear]and[/unclear] officer as a white man. and i have found out doing my short time in the army they do not have that chance.,black,2386,[unclear]and[/unclear],
i dont like [unclear] here [/unclear] at all they dont give  to eat here and they wont [unclear]give[/unclear] furlow [furlough] for you to go home to see your wife at all  they dont want you to go to the [unclear]w. [/unclear] c. at all,black,2389,[unclear] here [/unclear],here
i dont like [unclear] here [/unclear] at all they dont give  to eat here and they wont [unclear]give[/unclear] furlow [furlough] for you to go home to see your wife at all  they dont want you to go to the [unclear]w. [/unclear] c. at all,black,2389,[unclear]give[/unclear],give
i dont like [unclear] here [/unclear] at all they dont give  to eat here and they wont [unclear]give[/unclear] furlow [furlough] for you to go home to see your wife at all  they dont want you to go to the [unclear]w. [/unclear] c. at all,black,2389,[unclear]w. [/unclear],
"the people of the south; until the higher officials change it, will never have better conditions. we are  from voting polls and   jobs so how do you expect us as negroes to believe our conditions will be better.  if we are in the north or west or east our chances of have one  club for white and negro soldiers combined would be [unclear]nice[/unclear]. it would bring about brotherly love and general keep a good spirit between them and thus carrying out a good policy in developing a good soldier.  this camp here would be better but the officials are all prejudiced and believe in harassing a man. i believe the best way to train a man and the way to get results is to handle him as if he is a valuable and assure him that privilege of making something out of himself. but the officers here try to make it more of a prison camp than a training camp. even the food is rationed. we eat sometimes and before we have had a chance to get enough, the food is thrown back to the kitchen and we are denied the rights to ask for it and most time cussed out. i do believe that with certain changes though this situation could be [unclear]ended[/unclear]. do we as trainees have to sit [unclear]suthimely[/unclear] by and half starve? we are real soldiers. are just a bunch of negroes drafted for slaughter? i answer by saying 'i am a true born negro american and i like it but i would like some day to have the privilege of speaking to the president and his cabinet as a soldier and expressing by personal help as a soldier in the defense of my fellow men.",black,2399,[unclear]nice[/unclear],nice
"the people of the south; until the higher officials change it, will never have better conditions. we are  from voting polls and   jobs so how do you expect us as negroes to believe our conditions will be better.  if we are in the north or west or east our chances of have one  club for white and negro soldiers combined would be [unclear]nice[/unclear]. it would bring about brotherly love and general keep a good spirit between them and thus carrying out a good policy in developing a good soldier.  this camp here would be better but the officials are all prejudiced and believe in harassing a man. i believe the best way to train a man and the way to get results is to handle him as if he is a valuable and assure him that privilege of making something out of himself. but the officers here try to make it more of a prison camp than a training camp. even the food is rationed. we eat sometimes and before we have had a chance to get enough, the food is thrown back to the kitchen and we are denied the rights to ask for it and most time cussed out. i do believe that with certain changes though this situation could be [unclear]ended[/unclear]. do we as trainees have to sit [unclear]suthimely[/unclear] by and half starve? we are real soldiers. are just a bunch of negroes drafted for slaughter? i answer by saying 'i am a true born negro american and i like it but i would like some day to have the privilege of speaking to the president and his cabinet as a soldier and expressing by personal help as a soldier in the defense of my fellow men.",black,2399,[unclear]ended[/unclear],ended
"the people of the south; until the higher officials change it, will never have better conditions. we are  from voting polls and   jobs so how do you expect us as negroes to believe our conditions will be better.  if we are in the north or west or east our chances of have one  club for white and negro soldiers combined would be [unclear]nice[/unclear]. it would bring about brotherly love and general keep a good spirit between them and thus carrying out a good policy in developing a good soldier.  this camp here would be better but the officials are all prejudiced and believe in harassing a man. i believe the best way to train a man and the way to get results is to handle him as if he is a valuable and assure him that privilege of making something out of himself. but the officers here try to make it more of a prison camp than a training camp. even the food is rationed. we eat sometimes and before we have had a chance to get enough, the food is thrown back to the kitchen and we are denied the rights to ask for it and most time cussed out. i do believe that with certain changes though this situation could be [unclear]ended[/unclear]. do we as trainees have to sit [unclear]suthimely[/unclear] by and half starve? we are real soldiers. are just a bunch of negroes drafted for slaughter? i answer by saying 'i am a true born negro american and i like it but i would like some day to have the privilege of speaking to the president and his cabinet as a soldier and expressing by personal help as a soldier in the defense of my fellow men.",black,2399,[unclear]suthimely[/unclear],
"this questionnaire didn't [unclear]mentioned[/unclear] the men with family. well, i am not saying this just because i have a family, but for many more. i don't think is right men from their family, and leave men that haven't got any dependence [dependents], no jobs, and # half of them can't get anyplace to stay. i  think the men with 2 dependence or more should be released.",black,2402,[unclear]mentioned[/unclear],mention
"i think the negro should be given more of a chance to show what they can do,  i also think that they should have nice places to go in town in this camp if you go to town, you can even find a place to eat & so you go around to the back of he white restaurants to get some thing to eat and then take it out. in also very place in the south the negro soldiers haven't any place for entertment [entertainment] the transportation here is very poor not enough buses or cabs. if you want a cab you have to wait till all the white get one then if any left you can get one. if not you walk. [unclear][marginalia] leuitenants[/unclear]",black,2403,[unclear][marginalia] leuitenants[/unclear],
"buses will not stop for you at times  sit in the back  get up give a white person your seat but get we are soldiers and should have some privilege.   are my [unclear]main[/unclear] uso, very small to crowded. white have  big ones. m.p.s take  of his  a little to [too] smart for their own good. no food was given to soldiers  on train to camps. keep on the train white  where they please. this is not a    white people started it but the negro fights it for them   the army camp is okay but alabama is [unclear]rotten[/unclear] state worse state of the forty eight",black,2407,[unclear]main[/unclear],main
"buses will not stop for you at times  sit in the back  get up give a white person your seat but get we are soldiers and should have some privilege.   are my [unclear]main[/unclear] uso, very small to crowded. white have  big ones. m.p.s take  of his  a little to [too] smart for their own good. no food was given to soldiers  on train to camps. keep on the train white  where they please. this is not a    white people started it but the negro fights it for them   the army camp is okay but alabama is [unclear]rotten[/unclear] state worse state of the forty eight",black,2407,[unclear]rotten[/unclear],rotten
"the bus service here is poor because a special bus passes soldiers as the [unclear]roady[/unclear] but will pick up whites. it also picks up white non coms, before picking up other negro non com. some times soldiers are late on the job (the ones that live off post) because buses fail to pick them up. in the finance office here, non coms which are white, jail and refuse to respect negro lt's. in the [unclear]turbine[/unclear] school here, signs were put up white and colored separate latrines. which lowered the moral of hundreds of soldiers here. all of the negro personell almost have been moved out of the headquarters because of their color. these are the things which isn't appreciated by soldiers who have to die as well as white. i feel that anything i do write be for the benefit of the negro race,",black,2409,[unclear]roady[/unclear],road
"the bus service here is poor because a special bus passes soldiers as the [unclear]roady[/unclear] but will pick up whites. it also picks up white non coms, before picking up other negro non com. some times soldiers are late on the job (the ones that live off post) because buses fail to pick them up. in the finance office here, non coms which are white, jail and refuse to respect negro lt's. in the [unclear]turbine[/unclear] school here, signs were put up white and colored separate latrines. which lowered the moral of hundreds of soldiers here. all of the negro personell almost have been moved out of the headquarters because of their color. these are the things which isn't appreciated by soldiers who have to die as well as white. i feel that anything i do write be for the benefit of the negro race,",black,2409,[unclear]turbine[/unclear],turbine
"i do believe that the negros have advance farther than any other race on earth with less help than any other race. and if the white people would try to help us, they will find that we are their best friend. willing to do everything to make this u.s.a. the greatest of all countries. why does any [unclear]prose[/unclear] on earth (white) that comes to our u.s.a. have a better way to get along than we does?  with your help i know we will succeed and you all will be proud that you have help us. we don't want social equal in your home nor in the mix marriages, only a equal in law and fair labor [unclear]ruices[/unclear]. (thanks)",black,2412,[unclear]prose[/unclear],
"i do believe that the negros have advance farther than any other race on earth with less help than any other race. and if the white people would try to help us, they will find that we are their best friend. willing to do everything to make this u.s.a. the greatest of all countries. why does any [unclear]prose[/unclear] on earth (white) that comes to our u.s.a. have a better way to get along than we does?  with your help i know we will succeed and you all will be proud that you have help us. we don't want social equal in your home nor in the mix marriages, only a equal in law and fair labor [unclear]ruices[/unclear]. (thanks)",black,2412,[unclear]ruices[/unclear],rules
"answers 74-75-76- and 77, is democracy supportable for the white or colored? it cant possibly be the latter what are we am i really fighting for? if its what the newspapers claim, i cant appreciate it, not the fact i'm segregated on a so-called negro post, the street cars, theaters, restaurants in a so-called democratic country. there must be a hidden [unclear]rea?[/unclear] on. has germany treated the jews more harshly then the southern and northern ""cracker"" treated the american negro? of course the answer is yes but they never claimed to be a true democracy and we have. they have me in the army and there is very little i can do about but at least please advance some more logical and truthful slogan than""fighting for democracy"" how can one fight for something one knows little or nothing about? something that is the privilege of the chosen few?",black,2415,[unclear]rea?[/unclear],
making men not fit for military [unclear]do[/unclear] [unclear]things[/unclear] & expect them to do as good as the younger & more physical conditioned person. why not give men the same recreation & recreation rights as others.,black,2421,[unclear]do[/unclear],do 
making men not fit for military [unclear]do[/unclear] [unclear]things[/unclear] & expect them to do as good as the younger & more physical conditioned person. why not give men the same recreation & recreation rights as others.,black,2421,[unclear]things[/unclear],things
"this is an all negro camp except for some white officers and there is no service club or day room and half the time the magazines are sold out what few they get, the passes they give are few, and you have to be here at least six months before they even think about furlough. for  then in another month you may be granted  usually not granted one.[/paragraph] and i think thats very unfair. and i will be better [unclear]satisfy[/unclear] if i was sent at least 5 hundred mille from home in texas there are plenty camps there and i could be a better solider and all my people same as it is i'm 1000 miles away and many be [unclear]across[/unclear] before i even see them  if there were more space i could express my self more thoughly[/paragraph]",black,2434,[unclear]satisfy[/unclear],satisfy
"this is an all negro camp except for some white officers and there is no service club or day room and half the time the magazines are sold out what few they get, the passes they give are few, and you have to be here at least six months before they even think about furlough. for  then in another month you may be granted  usually not granted one.[/paragraph] and i think thats very unfair. and i will be better [unclear]satisfy[/unclear] if i was sent at least 5 hundred mille from home in texas there are plenty camps there and i could be a better solider and all my people same as it is i'm 1000 miles away and many be [unclear]across[/unclear] before i even see them  if there were more space i could express my self more thoughly[/paragraph]",black,2434,[unclear]across[/unclear],
