"","row","text","response_type","outfits"
"3427",3443,"i do  the proper clothing. when we are sick we can nything but a few pills and heavy duty very little aid is given one at a .  i do  proper bedding two comforters for a mattress.  we do  much ""chow"" it is always very slim.","black_long",NA
"3428",3444,"the army as i am today is  to me & i  to the army. may i tell you why. the white man just looks at a negro & passes him for army. at this minute there is a bullet in my head has been there since o i say about 8 years, some day it will kill me. some day soon to. if i had been a white boy they would treat me but since i am a negro there is ny thing done about it. but i hope after this war there will be more rights & better treatment for the negro.","black_long",NA
"3429",3445,"i do  why colored soldiers should have to stand up on the bus & trains after having paid same price as every other soldier. and in the same uniform.","black_long",NA
"3430",3446,"may these few lines reach washigton, and some white man reads them.  i  is  ""damn"" that i care for the southern ""fucks"". many of my people have been treated like dogs and many killed first because of the southern man (white) this war will make things better, or there will be war! war! here in america with the negro and white, if we lose,  them can  treated any worse than now.  we will look out for all these things soon after the war. thank you.","black_long",NA
"3431",3447,"the transportation is rotten. the negro have only a half of a coach and have to stand up on the trains. i think we should be allowed more train space.","black_long",NA
"3432",3448,"speaking of transportation there is none. this camp is like a desert outpost. soldiers are robbed by the prices of civilian merchants, etc. and there is  at all about separating army activities as well as every thing else concerning negro soldiers","black_long",NA
"3433",3449,"treated all right","black_long",NA
"3434",3450,"it a dan shame the way colored solider are moved (like a bunch of cattle) on this train from washington on down. if we are good enough to fight for you, then we are good enough to ride with you anywhere. we are human and like to be treated just like the white soldier. if  the uniform","black_long",NA
"3435",3451,"when i first arrived here in the army i was told that if two and two was five then thats what it is. well if two and two is five at the right time then so it is but otherwise why should i accept this i realize the back ground of the army some i realize is necessary. it appears that the  officers  here in  army runs it in the ground.","black_long",NA
"3436",3452,"why is it they do  an educated negro a break in this damn camp. they also pick some of the dumbest for noncomm  is it to try and break a fellows spirit i believe so.","black_long",NA
"3437",3453,"59. white people could do much more by opening factories to negro workers. there is suppose to be a shortage of manpower in war industries, still there are thousands of manufacturers that refuse o hire negro","black_long",NA
"3438",3454,"colored people are treated just like a dog. they eat slop. they work like a dog from morning until night. they have one little town to go to and  at all. the corled can  on the same street that white walk on but just the same we have fight as hard as the white. they can come on our side but we can  on they side and yet they say we are all alike but it a lie colored people are just plain dog as far as the army and the white people are concern if we are  why do y let us stay home and let the white people fight their own war","black_long",NA
"3439",3455,"when i first came into army they were bad but now they are better. non-coms are fairly good but they are a little bit  -ified at times. I will be glad when this war is over so when i get sick i can go to the doctor when i want to and  until afternoon.","black_long",NA
"3440",3456,"mps tolerate gemcrow, allow it to extend beyond civilian boundaries lines into m-resivation. keep them separatesd in buses and on trains.","black_long",NA
"3441",3457,"1. yes, i think there will be another war unless we can win the war and the peace, and if we fail to make good some of damned promises we have been making about freedom for every man to think, to work, to worship and to play; in other words, we must make this a working democracy for the nation & the in which i now serve.  2. there should be an in vestigation of all of the ocs' boards on all post in the u.s. army, especially there there are negro seeking commissions.  3. the sanitary companies (med). should be come action  at least something besides pick and shovel outfits.","black_long",NA
"3442",3458,"this hospital  damn","black_long",NA
"3443",3459,"they are just one thing about this battle i do  stand just why the poor color man haptn to fight and he really do  just what it all about he really do  any thing to fight for if he make a great permission he mung get credits for it so the white man try to keep him down all the time","black_long",NA
"3444",3460,"this is a very democratic gesture of the government of the united states; this is especially so if results are obtained with it. the citizen soldier, experiencing hardhships in fighting  for what our county stands for should have some means of expressing their thoughts upon how the war is being fought and what is to follow. this is it! i hope the general wishes of these millions of soldiers are followed in executing peace terms and  wishes of someone or several persons in power who only wish to fill their own pockets. filling out this questionnaire made me feel good and made me realize what we are fighting for. it is something a german, italian or japanese soldier would  a chance to do.","black_long",NA
"3445",3461,"why is it the negro can  rating like the white plenty of them make just a good as officer is the white some of the white can  drill. in fact this is a one sided afarie in how","black_long",NA
"3446",3462,"i only say that all people should stick together and  part if we should have to get hurt someone would help but the way the white is doing now  would like to help you at any time.","black_long",NA
"3447",3463,"this his your war and i am just fighting in it.","black_long",NA
"3448",3464,"i think personally this questionnaire is a good thing. it bring out the opinion of the soldiers and judging by it you can guess the morale at previous times.","black_long",NA
"3449",3,"i have .","white_long","['Undecided']"
"3450",6,"no. 7 - for the amount of buses available.","white_long","['They should be in separate outfits']"
"3451",9,"it is a very good questionnaire and covers the current situations very good.","white_long","['They should be in separate outfits']"
"3452",11,"to maney questions a like in the last here.  the rest alright overseas across","white_long","['They should be in separate outfits']"
"3453",12,"i think this idea of questioning every soldier like this is an excellent idea.","white_long","['They should be in separate outfits']"
"3454",13,"why do  soldiers have the right to take up any kind of work they want in the army.","white_long","['They should be in separate outfits']"
"3455",14,"good thing if higher authorities get some action on this problems.","white_long","['They should be in separate outfits']"
"3456",15,"some question overlap others and you might think i just checked them to get finished but i checked them as i feel.","white_long","['They should be in separate outfits']"
"3457",16,"when is the big drive is goning to start.  is germany so very strong now.  when will this war end","white_long","['They should be in separate outfits']"
"3458",17,"if i would stay in the war i would like to have a chance at a truck.  and that is all.  thank you","white_long","['They should be in separate outfits']"
"3459",19,"i think some types of services in the various branches of service should have a broader training in their work such as radio operators in the field artillery.","white_long","['They should be in separate outfits']"
"3460",20,"the questions asked should give good idea of how the soldier feels as a whole","white_long","['They should be in separate outfits']"
"3461",21,"there was ny mention of the food on this questionnaire. my opinion is that it is lousy. to much goat.","white_long","['They should be in separate outfits']"
"3462",22,"in reference to question #25 there is  with anybody at all including officers, noncom's & enlisted men. i know i would  back alive if sent into combat with the company i am in now. i know it a heck of a thing to say, but it is the truth.","white_long","['They should be in separate outfits']"
"3463",23,"let us get something done about prosecuting the war. there are too many deserters that  apprehended; & also a few draft-dodgers. and by all means strikes should be outlawed for the duration. the food is the poorest now than it has been at any time since i was inducted in 1940","white_long","['They should be in separate outfits']"
"3464",24,"i am ing to give freedom to the world. freedom is something that must be earned. it can  of any value when taken as a gift. i am fighting to keep america on top and to help great britain. if roosevelt thinks he is going to flood this country with the scum of the world after the war he has a lesson coming. this is a white fighting christian country and we intend to keep it that way! we earned out freedom all help to those who want to do the same. but  about handing it to them - and the least government is the best government.","white_long","['They should be in separate outfits']"
"3465",25,"i want to say that i consider all my efforts in the army up to this point to be almost fruitless. i might have been a far more useful person. i have had  no  specialized training in any subject. this is what i want! i have had my basic training a long time ago. but i can m to shake it off. it seems to follow me about. lets get going with the war. I am trying to forget my past. lets get going!","white_long","['They should be in separate outfits']"
"3466",26,"i do  why you put color people in this questionnaire, i figure that was just for white.","white_long","[""It doesn't make any difference""]"
"3467",28,"this whole army works the same as a political machine. that is, those who have the influence have the best jobs, while those re given all the dirty work to do. most of the officers m to forget something which an enlisted man has done wrong and they will always punish him a little harsher because they do  an open mind anymore towards him. most of all in this camp the pass situation is terrible and i can only get a week-end pass every 7 weeks and i have to struggle to get it.","white_long","['They should be in separate outfits']"
"3468",30,"this is a very well written questionnaire and the w.d. should give more of these kind to unlisted men so they may speak freely what they think and can do  afraid of being  in the guard house for extra duty of some kind. for as myself i am a chemist and i am quite sure i could do more in my field on the outside than inside, and that i am trying to get out but i feel that i could do more in a laboratory than in the army as a mail orderly.","white_long","['They should be in separate outfits']"
"3469",31,"it is a very good questionnaire if everyone would answer it truthful. one thing wrong it does  enough. it should be about 150 questions. as we all know the thought of two races will be for their own. if all questions were answered fairly that would be an excellant examation.","white_long","['They should be in separate outfits']"
"3470",32,"white & negro soldiers could  together","white_long","['They should be in separate outfits']"
"3471",33,"there are s concerning officers. my only contacts have been with officers of company grade but i have found several whom i consider to be lacking in leadership, green and untrained, and some utterly incapable.","white_long","['They should be in separate outfits']"
"3472",34,"i have been in camp pickett for nearly six months and the six months have been completely wasted. i have been awol twice and i can  the sense of us being here just to eat and sleep and make jobs for ourselves.the last time i did anything to help the war effort was seven months ago. i carried motor parts to a packer in the holabird motor base.","white_long","['They should be in separate outfits']"
"3473",36,"about the two lines in front page dr  name m.a.s.n. that do pell much. if you want to find out who the man i think you can do so by checking all the questions.","white_long","['They should be in separate outfits']"
"3474",37,"questions on the management of the company should have been included. who actually is in command. what influence does the first sergeant have on the c.o. do the men in ranks think their supervisors are qualified for the jobs they hold. do the non-coms know what fair-play and decency are? are they leaders and how  were they chosen? how much respect does the average soldier have for his non-coms? is the first sergeant always threatening the men under him? does he tolerate religion, or does he redicule church goers? why are ll company commanders just in their punishments?","white_long","['They should be in separate outfits']"
"3475",39,"i think its a good idea it shows the opinion of all the soldiers.","white_long","['They should be in separate outfits']"
"3476",41,"only that they be d.","white_long","['They should be in separate outfits']"
"3477",42,"a soldier is judged by the way he shines his shoes and  stress on his actual ability before being advanced to non coms & comm. officers","white_long","['They should be in separate outfits']"
"3478",43,"the soldiers that i have seen are more than willing to do their part and i think the folks at home are doing theirs. everyone's eyes are turned to washington and any one making mistakes in times like this, or doing something to benefit someone individually ought to punished severely. let us all pull together and cut out the nonsense and it will be over before we know it.","white_long","['They should be in separate outfits']"
"3479",44,"you ask about non-coms. i say that every man who is to be a non-comm, for him to take a test to see if he can qualify for the positions, because most non-coms today are picked because they are friends with 1st sarg even though I am a non-comm. this does mulate my answers about the army, or i can say most of what i do have to say about the army are sked in this poll.","white_long","['They should be in separate outfits']"
"3480",45,"food is good one day and bad next train connections to camp are very bad - while bus service is fairly good -","white_long","['They should be in separate outfits']"
"3481",47,"i do  clothes to outfit me since i came into the army. the food is rotten most of the times except when a major to a general is coming they have a yard meal. the officers take to much for granted because they have a bar on their collar.","white_long","['They should be in separate outfits']"
"3482",48,"the food in this outfit since it came to the south is terrible all we get is goat meat & stew.","white_long","['They should be in separate outfits']"
"3483",49,"i would like to give my opinion on the 45th div. i can  this outfit going into action. when we go out on a problem every thing seems to be going wrong sometimes i just watch some of the men. i really am afraid when we go into battle the men will be shooting their own men. . the trouble with this outfit is there is two cliques the rebels or oklahomans and the yankees. seems as the oklahomans started the div. and are at the head of the whole thing a yank does  a chance in this outfit to prove his ability any promotions to be given a rebel gets it  his ability but because he is from oklahoma. and some of the non coms are really dumb. there are plenty of yankee private that should be non coms.","white_long","['They should be in separate outfits']"
"3484",50,"i do  that so much effort about questions of the colored race is at all necessary in this questionnaire.","white_long","['They should be in separate outfits']"
"3485",51,"food is getting poor than it is out side. could be better i think.  some officer do  the leadership they should have, so he officer neft experience in the field","white_long","['They should be in separate outfits']"
"3486",52,"i think the u.s.army could find us a hell of a bit fitter than they do we eat so damn much goat we are sprouting horns","white_long","['They should be in separate outfits']"
"3487",53,"they say that they place you where you are best suited but that is where they are wrong. i was a machinist in civilian life and tried to get in the air corps ground forces as a mechanic. but i was stuck in the infantry and i know that i would be more valuable as a mechanic than in the infantry. i would be satisfied with army life then. this way i do  it at all.","white_long","['They should be in separate outfits']"
"3488",54,"we are in the wrong outfit. we are still fighting the colored war the yankees and the rebels. i believe overseas it will be the same as the last was fellows being killed ing the enemy.","white_long","['They should be in separate outfits']"
"3489",55,"i think it is all right to have one of them once a year.","white_long","['They should be in separate outfits']"
"3490",56,"the only comments are about food. we  in the army makes it hard to get food where it is most needed overseas. but for gods sake why have food & have  cooks just run it. we got egg fa breakfast & being that they have to feed a company of 74 the egg are as cold as hell. and time does  them to give you effs right off the stove. the coosksof  start cooking effs at 3 am for us at 6 am. so they are coated with wax & more suitable to  rather than eat. this goes for the rest of the chow also. do  the cooks, but its  to serve 400  on a mess hall in  hours & have warm food. nearly everything we get here is cold in the south.  fort  had smaller kitchen units & therefor warm food.","white_long","[""It doesn't make any difference""]"
"3491",57,"one thing theres wrong is mixing these soldiers with (4) four months or less training with these boys thats had (2) two years training and some still have differences about the yanks and ribs. these boys do  each other.","white_long","['They should be in separate outfits']"
"3492",58,"there is to many non-commission officers what do  their stuff in our outfit. and all they know is what little that is in the book 21-100. and books will  this war. we have to many young officers that does  what they are doing. we have to many young boys here. and a lot of old men. that could do more out in civilian life. i was born and raised on a farm. you can always take the boy from the country, but you can  the country out of the boy.","white_long","['Undecided']"
"3493",59,"i would like to know why they are taking most of there young fellows out of training camps and sending them overseas, when they have divisions here for 2 years or more, with all young rugged men it does m to make sense, and i personally think that they should improve the food because most of the men seem to be dissatisfied with it.","white_long","['They should be in separate outfits']"
"3494",60," except we need officers with more common sense. these 90 day wonders from camp benning are  a damn. something should be done about putting railroad stations off limmits so soldiers can  any where on week ends","white_long","['They should be in separate outfits']"
"3495",61,"i think that most offerice should have more training in the ponas before being made a offerice.","white_long","['They should be in separate outfits']"
"3496",62,"if i were single, i would like to have 2 weeks army training a year.","white_long","['They should be in separate outfits']"
"3497",65,"the men are to much on the ups and down, the men from the south want to be everything and the men from the north want everything, some non-coms do  the brain for a good private and they hold cpl. & sgts. ratings. why do  officers help their men i mean come part of them instead of acting better, at times they will  talk to a man.  the food is this outfit is poor, i think the food is o.k. but oh boy those cooks, the men hate the goats fed to them 4 times a weeks & beans 5 the coffee is like ink.","white_long","['They should be in separate outfits']"
"3498",66,"they should leave a man have more of a choice of service. he would be better satisfied. they should try and arrange more special trains to the larger cities. the food is  good, too much goat meat.","white_long","['They should be in separate outfits']"
"3499",67,"i think it would be a good idea to make  commissioned officers from enlisted men that has actual experience in the army, instead of sending a bunch of damn fools to training school a few weeks and pinning a set of brass bars on them. most of our lieutenant.s  do  shit from wild horses about running a company or platoon. also it would be a good idea to quit feeding soldiers goat meat, and also be more strict on sanitation with people who handle's beef and other meats'.","white_long","['They should be in separate outfits']"
"3500",69,"milk should be served in individual containers  stockings are avy enough  lack of butter - coffee  rubber soles on shoes, burn feet on long hikes   room in crotch in flannel pants  non coms should be chosen by intelligence rating  commissioned officers should undergo monthly reviews  post laundry is poor  exchange mis outfit clothing more often.","white_long","['They should be in separate outfits']"
"3501",70,"well i think some of the questions on here was worth while but some of them were nd i do  why they have things like this if they do  to please all the soldiers and they can  all of them.","white_long","['They should be in separate outfits']"
"3502",71,"you ask in this question if i like the army i think i would if i came from the same state my captain comes from but when you come from the east and he from the west you are . for example i went on furlough come back an hour late lost furlough money and a days pay one week later the men from the west went on furlough come back one day late the got the furlough money and the days pay. i do  how you look at it it is . also the food here is terrable easoned and raw most of us eat at the pxtill our money is exhausted. i heard you are supposed to gain in the army i was 145 when i came in i now whigh 135 something must be wrong when i spent all my spare time in camp.","white_long","['They should be in separate outfits']"
"3503",72," to be asked","white_long","['They should be in separate outfits']"
"3504",73,"i have a feeling that     enemy one the same way.","white_long","['They should be in separate outfits']"
"3505",74,"i have  comments the only thing i would rather be is at home","white_long","['They should be in separate outfits']"
"3506",75,"it is a very good questionnaire and have some good points in it most of the time our food is very good lots of time our clothing  is   for some reason","white_long","['They should be in separate outfits']"
"3507",76,"the food is bad  strikes or anything interferring with the war effort should  tolerated  the growth & incompetency of washington burahcracy is extremely alarming","white_long","['They should be in separate outfits']"
"3508",77,"it is all pretty covered. the food is poor sometimes & what kind of a deal did that goat ranch make you. & the fishing. there is lots of cattle men in the west. sometimes the boys do  because the stomach will  - the food. & therefore they eat to much candy out of the can noteen. but myself i have always eat rough food. but we do  enough meat. & i believe we should get furloughs while we are on this side.. & the day cleaning is too high","white_long","['They should be in separate outfits']"
"3509",78,"this questionnaire dealt with the negro ""in part,"" but what about the ""chinese"" question? what'll happen to china after the war + what will she gain from it? these questions should have been included.","white_long","['They should be in separate outfits']"
"3510",79,"the food is every  we do  a enough food to eat at the chow time. we get very poor clothing when we tearn in for new one. i do  a enough meat at andy of the meal time we should get more then two question of milk at each table for 12 men. we should have a better chances dng co. to take care of are cloth. we should get langdry more then 2 a nouth for the soldier in the services.","white_long","['They should be in separate outfits']"
"3511",80,"the question about the negro well to me there is still a civil war going on. the southerners hate the yankees and you can imagine what they think of the negro. about the non-comm that I am serving with, there is too much formation. I am ing this for myself, but the rest of the men. if everything was done on an equal basis, all would be swell and our morale would be high.","white_long","['They should be in separate outfits']"
"3512",81,"the question of bringing negro and white into immediate contact with one and other is very inadvisable. you would bring about a state of confusion, a sense of embarrassment, and above all intolerance. negro have love for men of their own color and naturally so; by the same token the whites love their color - but you could hardly expect the feeling of love extend from one color to another - the men that really believes that should consider it in the light of marriage. if you were to put colored and white soldiers together consider troop movements - whites sleeping with negro. i think the whole thought involving closer contact and less distinction between negro and white soldiers should be forgotten entirely and leave the present segregation stand.","white_long","['They should be in separate outfits']"
"3513",82,"i think the men in training should have more studding on  i think that the army is to strict on inspections.  some officers are to damn stuck up there should be something did about the rent that has to be payd for the soildiers wives.  the railroad should deduct for soildiers wives in root home and be there husbands,  sone time the food isent so good but mabey that is due to shortages i think there is to much profietering on the out side. especially the big men.","white_long","['They should be in separate outfits']"
"3514",83,"well i have been in serves for two years tried to do right but  a break got a wife and baby to see two seems as if  gives a damn about them but my self i do  my outfit i are we i might say do  enough to eat we get enough to wear if we were allowed to wear it poor way to go anywhere and seem as if everybody tries to hold up a soldier on everything i would be willing to go anywhere else in the army i feel as if i could  myself if i could tter myself and think you","white_long","['They should be in separate outfits']"
"3515",84,"when i had my basic training, i went to a mechanic school for training because my job in civilian life was a mechanic and i came out of school i got a diploma as a mechanic and was suppose to go to a camp in maryland as a mechanic and was sent to the infantry by mistake and now i can transferred to the work i like and what i would like to know is why is that. that is why i would like to go to the ordinance outfit where i can be of most good in this mans army. as a rifleman i will  any good because i do  guns. this does  just myself but to the whole company i was with.","white_long","['They should be in separate outfits']"
"3516",85,"there are  buses in our camp","white_long","['They should be in separate outfits']"
"3517",86,"question 58 through 63 - the negro are alright in their place - whether its in civilian life or military - but most of them if given a few extra privileges seem to think they have been given the right to take over. they should be definitely kept separated on army posts - anyway I am still a southerner at heart.","white_long","['They should be in separate outfits']"
"3518",87,"something should be done immediately in regards to the feeding of the men. meals are very bad lately and the men are complaining continually. there is ny wonder that so many a.w.o.l's occur, men just have to get good meals, whether it be in camp or at home. it is rough any fault of the cooks, for they just are n the food to cook.  i think it is just too bad that more food can  obtained for the men, being that civilians are now rationed. as long as the folks at home are fed properly, I will , but when they are rationed and soldiers are ting it, where in the hell is all of the food.","white_long","['They should be in separate outfits']"
"3519",88,"i think its a very good idea to get different opinions of soldiers","white_long","['They should be in separate outfits']"
"3520",89,"well myself i think they are all pretty good questions myself. but for my part the army is alright but i think it is unfair for me as you see i have 6 sisters   to take care of them I am the only boy in the family my sis is taking care of my other 6 sisters and i think I am and its my duty to look after my sisters i do  it fair for my brother in law to look after my sisters, the oldest one is about 15 year old. yours truly ??","white_long","['They should be in separate outfits']"
"3521",90,"i am a cook and  one been. here the boys do m to get much to eat and i can not  out  i  it  the  and once cook all they give us","white_long","['They should be in separate outfits']"
"3522",91,"many of our non-coms and officers could display greater understanding in leading their men and gaining their respect - they should  the men as robots.","white_long","['They should be together in the same outfits']"
"3523",92,"the comment i wish to make is that the draft board select men for combat duty more carefully in the future. many men at our camp are  at all for infantry drill and work-outs and yet they plod along day after day and finally keel over from exhaustion. i personally am flat-footed and have some blood pressure but i can take it and my heart and sympathy goes out to those who can nd yet must continue to try until they end up in the hospital total wrecks and have to be discharged. i ask you - is this fair? are  fighting for fairness? - think it over","white_long","['They should be in separate outfits']"
"3524",93,"i think medical detchoment should have line officers for tranning mer doctors they are to soft and it takes years to make a good officer i would say being there all from the ranks at least three years service.","white_long","['They should be in separate outfits']"
"3525",94,"well as far as i am concerned i think the army is a great life for any and that comes in it it make on all together different man out of you. and of all thing i really would like to engage with the enemy in  combat. that is about all i have to say.","white_long","['They should be in separate outfits']"
"3526",95,"i do  the army because we  any time to ourself and we are ting the training we should get. there is only one thing i like to do in this camp and that is dancing but on fridays we stay in to clean and scrub our barracks so that stops me from going to the dance on friday night","white_long","['They should be in separate outfits']"
"3527",96,"well as far as the army is, i think it is all-right. and a good thing to have, but it is just the way some co. treat there men. other are o.k. i like it my-self but i do  the out-outfit i am in.","white_long","['They should be in separate outfits']"
"3528",97,"i do  any thing els to say about the army i will say i do  this much around here.","white_long","['They should be in separate outfits']"
"3529",98,"i think i deserve a right to have a slight pick on what i like to do only for the reason that enough men are in service than can take  infantry than  as far as the way they use you. i do  there is any  of using the men as they are used. a man deserves a pick in some respect to the other. he should take an interest in all officers that give him a chance. others will  an inch for fear that he will take a mile.","white_long","['They should be in separate outfits']"
"3530",99,"drop some old ideas","white_long","['Undecided']"
"3531",100,"when i enlisted the army board said if i enlisted i would get what i wanted and i had to go soon anyway so i enlisted for the air corp but they put me in the infantry and anyway i would  been in as yet if he hadnt talked me into enlisting and i really would and could do more back on the farm and my wife and kids would be a lot better off. but if i had to be in the army and could take what i wanted i would still take the ground crew in the air corp.","white_long","['They should be in separate outfits']"
"3532",101,"if i will help conditions is ok.","white_long","['They should be in separate outfits']"
"3533",102,"it to hard to make soldier after you are 28 years of age. i would rather work in a coal mine were i had a job for 9 years and understand it very well.","white_long","[""It doesn't make any difference""]"
"3534",103,"in answer to 6, there is  there or in the succeeding question for a person who has been the support of an aged mother or father as head of the family to signify the same as in my case.","white_long","['They should be in separate outfits']"
"3535",104,"this private is 42 yrs of age and having a hell of a time trying to do thing the young soldiers do easily","white_long","['They should be together in the same outfits']"
"3536",105,"why does some fellows get a deferment & others as to go to a army camp?","white_long","['They should be in separate outfits']"
"3537",106,"is doing his part very well he is a work both in defense factores and in actual combat- he too is making supreme sacrifice, and it is my opinion that more people should except him into the mode of amerian living. let him enjoy those rights and freedoms we white people have shared.","white_long","['They should be in separate outfits']"
"3538",107,"would like to have officers you could depend on instead of the namby pamby ones we have had in the past two years. give us some with common sense  and some (at least) military training before they are commissioned.","white_long","['They should be in separate outfits']"
"3539",110,"if the u.s. army would slect there o.c.s.m form the rank there would be more work by e.m. to reach the top it is to easy to make 2nd if you are a civilian and when he come to a company the e.m. know more than he does therefore i does  along so there goes a good out outfit. most of them are look for a silver box than look out for the men he has been intrust with.  if a men can and is willing to make air corp. why  him go. just he has had a court martial. that happen before the war. and he trying to do his best now.","white_long","['They should be in separate outfits']"
"3540",111,"i would like to take this opportunity to speak my mind. they say it is a soldier's privilege to """"bitch"""". since i come in this highly disorganized 45th division i have found out what sectionalism is at first hand. this division is primarily the oklahoma nat. guard. many so-called """"yankees"""" have been placed in this division upon completion of their basic training. the thing that hits you first is that unless you are an """"oky"""" you  chance. and in my 6th month in this outfit i have been reliving the civil war which we thought was settled. as a result of this """"feuding"""" the morale is very low - nobody gives a damn about anything! although i hate to say it - the happiest day of my life (outside of getting an honorable discharge) would be the day when i was transferred from this outfit!!!","white_long","['They should be together in the same outfits']"
"3541",113,"question #5. pretaining to the branch of the service you would choose now. being an enlisted man, who enlisted for the air force ground crew, but instead was put in the infantry. i think it very unfair for the simple reason, that any man who enlists should be able to chose his branch, before entering and get that particular branch he enlists for.","white_long","['They should be in separate outfits']"
"3542",114,"1. why the allotments are held up for three or for months at a time. 2. what chance has a little guy got in this war i mean in business","white_long","['They should be in separate outfits']"
"3543",115,"i would like to make you see a little light on the subject of our laundry. the pay each and every month $1.50, one dollar and fifty cents that is for twice a month. i surely believe that is to much to much to pay for do ? if it could be arranged, that we send it once a week and receive it in 4 days after that would suit every soldier in camp.  the barbers are lousy and  to cut a slice of meat. they do  the first thing in cutting hair. to pay 40 cents for a cheap haircut is robbery. they make a wholesale profit. a fair price of 25 cents or 30 cents is surely enough profit for and income. i get my hair cut now by a buddy in my barrack. he sure can cut fine. and only a quarter.","white_long","['They should be in separate outfits']"
"3544",116,"well to my thought the on all (ok).","white_long","['They should be in separate outfits']"
"3545",117,"most of the boys in my outfit come from where negro stay on their side of the street and they do  them and they fight each other when they are together. i do  they should be in the same camp together. they are giving us the same training they have been giving us for the last two years. it is ing us much good i do .","white_long","['They should be in separate outfits']"
"3546",118,"the classification of the individual soldier is still  it should be. after a certain length of time a soldier that is  for the line of duty he is in should be placed  in his proper place. there are too many men in the service that are in outfits where they are neficial at all. a man 5 ft. 125 lbs. that tires quickly is put into the infantry while a man 6 ft. 175 lbs is put driving a jeep or truck or put on a job that does  much physical work at all","white_long","['They should be together in the same outfits']"
"3547",119,"1. the army does  an opportunity to show your ability. 2. it is a very poor system to put enlisted or drafted men in an old national guard outfit because he has  chance for an advancement in account of all national guardsmen come from about the same state, and too much partiality prevails.","white_long","['They should be in separate outfits']"
"3548",120,"this is probably the only time i will ever have  of expressing myself about this particular outfit. to begin with there is much to much favoritism. if your  oklahoma you can  fair play let alone a chance to better oneself. the food in this particular camp is bad ir fault though i honestly believe that you should look into the situation immediately. the commanding officer threatens his men with physical violence in order that his orders may be carried out and has been carried out to some extent. it seems that anyone who had some education or political pull back in oklahoma received a commission. i repeat, there is much to much favoritism. it can stand a looking into. over 100 soldiers in my outfit who are from the north e is a noncom officer.","white_long","['They should be in separate outfits']"
"3549",121,"why do mebody bet my outfit on the ball?","white_long","['They should be in separate outfits']"
"3550",122,"i stress that, boys from the north, should , with boys from the south and west in the same outfit, our  outfit, would be a better one.","white_long","['They should be in separate outfits']"
"3551",123,"this is fair chance for any soldier to express his own opinion, and i think its a very good idea. after a man is in the army for a while i think he knows whats it all about.","white_long","['They should be in separate outfits']"
"3552",124,"my appinion of the army is that there is to many little untrained officers trying to run it, there is times when orders are changed three or four times before they make up their minds what kinds of uniforms men will wear out to the field thats what disgusts men.  in my line of duty as transportation  i finds out that drivers would take more interest if they did  to make  &  with the company two & three times each week.  & also that our lots could be improved, lately its  good.","white_long","['They should be in separate outfits']"
"3553",125,"some people can take to the army like a duck to water. others can  decently with a nice job you like to choose own friends and sort of having a will or mind to do your own thinking. the army has change me very much and if i was discharge honorably it would take me at least a full year to readjust myself to civilian living stop forming bad habits i have contacted. i miss mom & pop the folks. for the short time we are stationed in this country maybe a few months the army should stationed a soldier near his home for the weekend this makes good soldiers. a.w.o.l. would . the soldier would be happy and contented as long as in the good old u.s.a.","white_long","['They should be in separate outfits']"
"3554",126,"on the question about the niggers and white in the same outfit. do  they they would work a tall, cause most of the boys down south do  them but boys up north or yankees like them the same as another","white_long","['They should be in separate outfits']"
"3555",127,"this outfit was originally natl. guards. we have been mobilized 29 men. if we are to be a  fighting outfit, why in the hell can  get in & help fight this thing out instead of moving from one army camp to another in the u.s.  there will be a lot of these ""90 day wonders' 'shirtails"" get their ass shot off if we ever do see combat, because they do  as much as the average enlisted man.  the food has en so good lately, but  will starve on what we are getting. the soldier from the north does  his heart into the thing & take the right attitude.","white_long","['They should be in separate outfits']"
"3556",128,"i do  i like my company because I am  oklahoma or in on their words a rebel we do  a fair chance to do anything like it comes to getting furloughs or passes and furthermore when it comes to extra work well we get in i mean the yanks get it all the time what do they think they are fighting the civil war again. and furthermore the meals we get are lousy so i eat at the service club or p.x., maybe you will lieve me about the food we get but its the darn truth about it and i will swear to it all myself and the clothing they give us do  outfit us at all.","white_long","['They should be in separate outfits']"
"3557",129,"al questions are asked outside the service clubs. i believe there should be more organized sports between co's & bn.  classification of the soldier should be given more thought.","white_long","['They should be in separate outfits']"
"3558",132,"well colored people do  much chance of getting anywhere in the south. most of the fellers from the  south west call them every thing and treat them like rot on the ground.  in other these same fellers have them working on there farms for nothing , in other tenmant farmers and share cropper","white_long","[""It doesn't make any difference""]"
"3559",134,"say why sk how the food is in the army; it is hill here. and just where is all the butter going they say the army is getting it that is a lie, i know the army is hard it has got to be but give us food. all i can say is i sure like to talk over the air for just one day, and let them on the out side know how it is on the inside.  they say the man in the army is, o k, hell for get it lets end the war so we all can go home.","white_long","['They should be in separate outfits']"
