long,racial_group,index,bracket,correct,,
"dont [don't] get enough food.  dont [don't] like the top kick, or skipper.  to [too] much parcheality [partiality] towards thare [their] own kind.  furloughs not given fairly to us its [it's] left to the captain and he sticks for the pepper belly's [bellies] which is 80% of this outfit. figure it for yourself",white,4184,[don't]|[don't]|[too]|[partiality]|[their]|[it's]|[bellies],"don't get enough food. don't like the top kick, or skipper.  too much partiality towards their own kind.  furloughs not given fairly to us it's left to the captain and he sticks for the pepper bellies which is 80% of this outfit. figure it for yourself",,
"some of the questions call for a lot more discussion than we can give them here -  in general, it is a very good idea to have the enlited men's opinion in the questionaire is in very good taste. [space]  question 6 - i am a qualified engineer (stationary) have had marine experience. would like to be in the engine room on a troop transport or a mine planter or sweeper. don't think i'll ever get a chance as long as i'm in this outfit.",white,4203,[space],"some of the questions call for a lot more discussion than we can give them here -  in general, it is a very good idea to have the enlited men's opinion in the questionaire is in very good taste. question 6 - i am a qualified engineer (stationary) have had marine experience. would like to be in the engine room on a troop transport or a mine planter or sweeper. don't think i'll ever get a chance as long as i'm in this outfit.",,
"i believe it is a real good thing to find out about different oppindions [opinions] of all the soldiers, and i also think a soldier would be more pleased to be stationed closer to home. and i think he would make a better solider i know i would.",white,4226,[opinions],"i believe it is a real good thing to find out about different opinions of all the soldiers, and i also think a soldier would be more pleased to be stationed closer to home. and i think he would make a better solider i know i would.",,
"as far as i am concerned, i am a true american born of jewish parents, that were born in russia, but i was born in maine. i am a farmer by trade keep a lot of cattle, raise crops, and in the outfit i am now so fat it has been a big waste of time and money where anyone if they wanted to, i mean if they put them selves out to do more could not benefit anyone of the country in anyway unless, things change as an example. 2 good men could benefit the country more by working on a farm or in a defense plant more than the whole company has in the last 5 months. the us is helping the boys to be lazy, but is puting on weight for the boys, and getting some of the defeated, bettered phisically [physically]",white,4234,[physically],"as far as i am concerned, i am a true american born of jewish parents, that were born in russia, but i was born in maine. i am a farmer by trade keep a lot of cattle, raise crops, and in the outfit i am now so fat it has been a big waste of time and money where anyone if they wanted to, i mean if they put them selves out to do more could not benefit anyone of the country in anyway unless, things change as an example. 2 good men could benefit the country more by working on a farm or in a defense plant more than the whole company has in the last 5 months. the us is helping the boys to be lazy, but is puting on weight for the boys, and getting some of the defeated, bettered physically",,
"i think it is a very poor idea, for in my oppinion [opinion] nothing will be done about all the questions i have just answered. just a waiste [waste] of time.",white,4241,[opinion]|[waste],"i think it is a very poor idea, for in my opinion nothing will be done about all the questions i have just answered. just a waste of time.",,
"i dont think the old soldiers are getting a fair chance at getting a commision in the army most of the officers we have now is too young & havnt got what it take, it is'nt what you know, it is who you know. it seems up. to now i dont know any one ov er a master. sgt.[sergeant], i think most old, soldiers would make better officer, because they have to show nine of every ten what to do. i would like very much to sign my name but is just cant be done",white,4254,[sergeant],"i dont think the old soldiers are getting a fair chance at getting a commision in the army most of the officers we have now is too young & havnt got what it take, it isn't what you know, it is who you know. it seems up. to now i dont know any one ov er a master. sgt., i think most old, soldiers would make better officer, because they have to show nine of every ten what to do. i would like very much to sign my name but is just cant be done",,
i don't think were [we're] getting a square deal on our mess.,white,4260,[we're],i don't think we're getting a square deal on our mess.,,
"i believe every soldier should be given a chance to express his own abilitys [abilities] and why he thinks he could do better in something he would rather do. blouse's are a little to [too] tight a fit, and shoes should be fitted better.",white,4273,[abilities]|[too],"i believe every soldier should be given a chance to express his own abilities and why he thinks he could do better in something he would rather do. blouse's are a little too tight a fit, and shoes should be fitted better.",,
i relly [really] want to thank the army it mead [made] me happy. so this prove i like it swell hir [here] in the army.,white,4280,[really]|[made]|[here],i  really want to thank the army it made me happy. so this prove i like it swell here in the army.,,
i am a soldier that for the first six months that i was in the army i done 4 months of steady kitchen police. i do think it is unfair to a soldier for it does not give him a chance to better himself. the boys that were doing k. p. [kitchen police] with me had 1.8. test ranging from 160 to 147 so you can figure it out just how much chance he has to better himself,white,4287,[kitchen police],i am a soldier that for the first six months that i was in the army i done 4 months of steady kitchen police. i do think it is unfair to a soldier for it does not give him a chance to better himself. the boys that were doing k. p. with me had 1.8. test ranging from 160 to 147 so you can figure it out just how much chance he has to better himself,,
"the segregation of black & white tends to break the unity [unity] of our peoples. this unity [unity] is essential for complete victory.  i feel that the classification of soldiers is arbitrary. true, it is hard to classify millions of men & take individual differences into account. an effort may be made however for reclassification after basic training. company commanders should give men that chance.",white,4300,[unity]|[unity],"the segregation of black & white tends to break the unity  of our peoples. this unity is essential for complete victory.  i feel that the classification of soldiers is arbitrary. true, it is hard to classify millions of men & take individual differences into account. an effort may be made however for reclassification after basic training. company commanders should give men that chance.",,
if i had a chance to talk to the president of the u.s. i would really like to ask him more than 3 questions. for instantence [instance] will soldiers get their jobs back? will living conditions exsist [exist] the same as before the war? what is his personal thoughts as how long the war will last? under what terms will peace be signed other than complete victory if they do decided [decide] to sign a peace? will women remain in the jobs they took over for the men?  in my company the c.o. doesn't give 36 daypasses and all the other co. commander in the bn [batallion] do. why?,white,4309,[instance]|[exist]|[decide]|[batallion],if i had a chance to talk to the president of the u.s. i would really like to ask him more than 3 questions. for  instance will soldiers get their jobs back? will living conditions exist the same as before the war? what is his personal thoughts as how long the war will last? under what terms will peace be signed other than complete victory if they do  decide to sign a peace? will women remain in the jobs they took over for the men?  in my company the c.o. doesn't give 36 daypasses and all the other co. commander in the bn  do. why?,,
i believe that piece [peace] should be declared now as the longer the war last the more bitter each side will become. i don't believe the average soldier wants to fight. why should one solder want to shoot a soldier he has never seen before! we are to easily led by a fanatic then by common sense and the bible.,white,4323,[peace],i believe that peace should be declared now as the longer the war last the more bitter each side will become. i don't believe the average soldier wants to fight. why should one solder want to shoot a soldier he has never seen before! we are to easily led by a fanatic then by common sense and the bible.,,
so far i think the army has treated me fair & square. i have learned much & i intend to learn more. i notice a great deal of question that deal on the colored race. i think they should be entirely seperate with white men training them[.] my belief that some day if a negroe is not kept in his place there will be a war between the blacks & whites. since this country enjoys all the rights of freedom it would be hard to clamp down on them but better than have a conflict which is against the policy of our nation.,white,4333,[.],so far i think the army has treated me fair & square. i have learned much & i intend to learn more. i notice a great deal of question that deal on the colored race. i think they should be entirely seperate with white men training them. my belief that some day if a negroe is not kept in his place there will be a war between the blacks & whites. since this country enjoys all the rights of freedom it would be hard to clamp down on them but better than have a conflict which is against the policy of our nation.,,
i think the negro is all right and we are no better than them and i see no reason why they cant [can't] go to the same p.x. [army exchange] as white man and they do just as much for this country as we do,white,4380,[can't]|[army exchange],i think the negro is all right and we are no better than them and i see no reason why they can't go to the same p.x.  as white man and they do just as much for this country as we do,,
[circled] 24 [circled] what i do in the army is worth while but there is so much time wasted thru indecision and red tape. our battery and combat training is worth while but we take all day for a half hours work - then find out it was wrong and have to do it over.,white,4402,[circled]|[circled],24 what i do in the army is worth while but there is so much time wasted thru indecision and red tape. our battery and combat training is worth while but we take all day for a half hours work - then find out it was wrong and have to do it over.,,
in selecting noncoms[non commissioned] officers show to much parciality & do not select them acording to ability. if you are married or from his home state ok but if not you dont do so good.,white,4413,[non commissioned],in selecting noncoms officers show to much parciality & do not select them acording to ability. if you are married or from his home state ok but if not you dont do so good.,,
"the questionaire [questionnaire] is a fairly complete quiz. -- this outfit is fairly good but could be improved quite a bit. from personal observance, here are a few bad conditions -1- in order to cut down sick call the b.c. [battery/battalion commander] gives all that make sick call 2 hrs extra duty at night. -2- saturday afternoon inspections. the men work long hours carring [carrying] out strenuous duties during the week, and then the b.c. has an inspection at 2 or 2:30 sat afternoon -3- the b.c. does not have confidence in his non-coms or any one else. he is supreme and must figure out each little move for himself. this reflects all the way down to the lowest yard bird and results in dis harmony. 4- another point is that the non-com ratings are not handed out around here on ability. if you have the right home address you are ok. this not only goes for my outfit but the whole .",white,4422,[questionnaire]|[battery/battalion commander]|[carrying],"the questionnaire is a fairly complete quiz. -- this outfit is fairly good but could be improved quite a bit. from personal observance, here are a few bad conditions -1- in order to cut down sick call the b.c.  gives all that make sick call 2 hrs extra duty at night. -2- saturday afternoon inspections. the men work long hours carrying out strenuous duties during the week, and then the b.c. has an inspection at 2 or 2:30 sat afternoon -3- the b.c. does not have confidence in his non-coms or any one else. he is supreme and must figure out each little move for himself. this reflects all the way down to the lowest yard bird and results in dis harmony. 4- another point is that the non-com ratings are not handed out around here on ability. if you have the right home address you are ok. this not only goes for my outfit but the whole .",,
"i believe if men from the different sections of the country were kept in a division with boys from their own territory the army would be much more efficient. northerners are obviously hated by men from other parts of the country. in my outfit if a person does not happen to come from oklahoma, he has absolutely no chance to better himself. the way most of the boys who do not come from that state feel in my outfit we would just as soon fight the okahomans as the japs. you can get an idea of the morale of the outfit[.]",white,4426,[.],"i believe if men from the different sections of the country were kept in a division with boys from their own territory the army would be much more efficient. northerners are obviously hated by men from other parts of the country. in my outfit if a person does not happen to come from oklahoma, he has absolutely no chance to better himself. the way most of the boys who do not come from that state feel in my outfit we would just as soon fight the okahomans as the japs. you can get an idea of the morale of the outfit.",,
we have a very poor bunch of btry officers. the btry. commandor is mot [not] capible [capable] of handling 156 men. the food we are receiving is very poor. their [there] isn't enough of it. to [too] much goat.,white,4427,[not]|[capable]|[there]|[too],we have a very poor bunch of btry officers. the btry. commandor is not capable of handling 156 men. the food we are receiving is very poor.  there isn't enough of it. too much goat.,,
"in regard to question (18) i could not become a commisionid [commissioned] officer on the basis of the work i am doing now. i was postmaster in a 4th class office, and very interested in my work. i would like to enter a school for   postal men. that would answer question (41) in regards to getting a better job after leaving the army.",white,4443,[commissioned],"in regard to question (18) i could not become a commissioned officer on the basis of the work i am doing now. i was postmaster in a 4th class office, and very interested in my work. i would like to enter a school for   postal men. that would answer question (41) in regards to getting a better job after leaving the army.",,
the army isn't so bad. it is a life that we have to get used to. the only trouble is the leaders are not on their toes. they can't make up thier [their] mind what they want you to do. they are to [too] strict on certain things which do not require all the attention they devote on it. you are not given enough time to do all the things that are required of you.,white,4457,[their]|[too],the army isn't so bad. it is a life that we have to get used to. the only trouble is the leaders are not on their toes. they can't make up their mind what they want you to do. they are too strict on certain things which do not require all the attention they devote on it. you are not given enough time to do all the things that are required of you.,,
"i haven't been in the army long enough to make very many intelligent comments, but i have one which i think is important for the moral [morale] of groups.   in our camp there are several messes some have good food, others poor. this is in the preparation of the food. when a soldier goes to one mess, finds it clean, various assortments of , jams, and the such; better prepared food; cleaner eating facilities; etc. it makes him  dissatisfied with the place he is eating [paragraoh] i believe there should be restrictionsand qualifications on messes so that there would be no prejudice between the messes.",white,4459,[morale]|[paragraoh],"i haven't been in the army long enough to make very many intelligent comments, but i have one which i think is important for the morale of groups.   in our camp there are several messes some have good food, others poor. this is in the preparation of the food. when a soldier goes to one mess, finds it clean, various assortments of , jams, and the such; better prepared food; cleaner eating facilities; etc. it makes him  dissatisfied with the place he is eating  i believe there should be restrictionsand qualifications on messes so that there would be no prejudice between the messes.",,
"there is one thing which i believe along with many of the other boys in the camp i am in now or anyother camp as far as that goes. and that is, i believe the president of the united states should pass a law providing that corporal's, sergeant's etc. will use no rough talk and  at his men. there are about half the men who are in charge who talk as if they have never had any education in english at anytime. i along with the rest of the boys feel that if we are talked to in a fairly nice way, we would be much more willing to cooperate and feel more satisfied and at home in the army. there may be a law on how men can be talked to, but it certainly isn't inforced [enforced], unless a private says something and then he gets  all over for it. i believe everyone should be treated the same. and if they are we will have a much better fighting force.",white,4484,[enforced],"there is one thing which i believe along with many of the other boys in the camp i am in now or anyother camp as far as that goes. and that is, i believe the president of the united states should pass a law providing that corporal's, sergeant's etc. will use no rough talk and  at his men. there are about half the men who are in charge who talk as if they have never had any education in english at anytime. i along with the rest of the boys feel that if we are talked to in a fairly nice way, we would be much more willing to cooperate and feel more satisfied and at home in the army. there may be a law on how men can be talked to, but it certainly isn't enforced, unless a private says something and then he gets  all over for it. i believe everyone should be treated the same. and if they are we will have a much better fighting force.",,
they want us to give any comments we have. well here is one. why is it that all the jews have same  of one thing or nother when it is time for them to ship? i will give you my opinion since this is a free county they are a bunch of yellow back's and would sent[slit] your throt for a penny. since i have been in the army i have seen enough of the overtures to turn my insides and they are always in some safe place. there is one good thing  army is doing and that is killing all these money guys. i thank you for giving me a chance to express myself.,white,4515,[slit],they want us to give any comments we have. well here is one. why is it that all the jews have same  of one thing or nother when it is time for them to ship? i will give you my opinion since this is a free county they are a bunch of yellow back's and would slit your throat for a penny. since i have been in the army i have seen enough of the overtures to turn my insides and they are always in some safe place. there is one good thing  army is doing and that is killing all these money guys. i thank you for giving me a chance to express myself.,,
more cooperation is needed between c.o. [commanding officer} and his staff. more cooperation is needed between 1st sgt and his staff. this will bolster the morale of the unit. s-3 [operations section] on this post should be reorganized in order to have a more efficient and workable dept. eliminate the gestapo activities of all post administrave [administrative] inspectors for a better working unit. eliminate and prohibit the sale of liquors and beer to soldiers in this camp. this would make better men.,white,4517,[commanding officer} and his staff. more cooperation is needed between 1st sgt and his staff. this will bolster the morale of the unit. s-3 [operations section]|[administrative],more cooperation is needed between c.o. and his staff. more cooperation is needed between 1st sgt and his staff. this will bolster the morale of the unit. s-3  on this post should be reorganized in order to have a more efficient and workable dept. eliminate the gestapo activities of all post administrative inspectors for a better working unit. eliminate and prohibit the sale of liquors and beer to soldiers in this camp. this would make better men.,,
i honestly believe that our biggest fear after the war will be a racial hatred for the jews and communism - it is rapidly gaining momentum - i hope that it will not occur and i think we should clamp down on  the communists now  there will also be hatred for those who have gained monetary wealth through war profits [line] my biggest gripe is about this camp. the constant & erratic ideas being  periodically - constant changing of camp regulations,white,4526,[line],i honestly believe that our biggest fear after the war will be a racial hatred for the jews and communism - it is rapidly gaining momentum - i hope that it will not occur and i think we should clamp down on  the communists now  there will also be hatred for those who have gained monetary wealth through war profits line my biggest gripe is about this camp. the constant & erratic ideas being  periodically - constant changing of camp regulations,,
"my only objection is asking question about the negroes + white people. i say put them all in one group because the negro has just as much right as a white. i think it would be nice to have a conversation with them. in wartime i agree. there are some points in civilian life though. the major league for instance in baseball. to [too] many riots. the same church, dance or shows. there will always be trouble when both races are together.",white,4535,[too],"my only objection is asking question about the negroes + white people. i say put them all in one group because the negro has just as much right as a white. i think it would be nice to have a conversation with them. in wartime i agree. there are some points in civilian life though. the major league for instance in baseball. too many riots. the same church, dance or shows. there will always be trouble when both races are together.",,
"first of all they get you up to early in the morning 4:30, thats in the middle of the night. second the chow line is to long waiting 1 hour for a meal i think thats a little to long. and often 4:30 at night were suppose to be free, but theres alway something to do, either k.p.[kitchen patrol] or detail. etc. i know this is part of the army, but i don't like it. and they should send some jews overseas instead of having them stay back & work in the camps.",white,4542,[kitchen patrol],"first of all they get you up to early in the morning 4:30, thats in the middle of the night. second the chow line is to long waiting 1 hour for a meal i think thats a little to long. and often 4:30 at night were suppose to be free, but theres alway something to do, either k.p. or detail. etc. i know this is part of the army, but i don't like it. and they should send some jews overseas instead of having them stay back & work in the camps.",,
when i enlisted i passed the physical for an avaition [aviation] cadet. when i got to this post i had a recheck and failed because i was color blind. why couldn't i join some other branch of service? i would rather be in the navy then the air corp ground crew.,white,4559,[aviation],when i enlisted i passed the physical for an aviation cadet. when i got to this post i had a recheck and failed because i was color blind. why couldn't i join some other branch of service? i would rather be in the navy then the air corp ground crew.,,
"like army life fine when get any basic training, an [and] station where i'll stay an [a] while.",white,4567,[and]|[a],"like army life fine when get any basic training, and station where i'll stay a while.",,
i think that instead of giving one soldier a week end pass just about every week because he is close to home that he should give other boys a 5 or 6 day furlough and cut down on these person [people] who get week end pases [passes] just about every week. i think that they should have a better system of bus transportation in this camp where i am at.  p.s. i know and hope we keep up till the axis powers are crushed beyond human life.,white,4577,[people]|[passes],i think that instead of giving one soldier a week end pass just about every week because he is close to home that he should give other boys a 5 or 6 day furlough and cut down on these people who get week end passes just about every week. i think that they should have a better system of bus transportation in this camp where i am at.  p.s. i know and hope we keep up till the axis powers are crushed beyond human life.,,
"i only hope that the soldier will have a better chance after the war. to get a job. with all the men working at defense plants and men being taught trades it will be a tough job. i only hope [hope] & pray that congress will set up something that will be positive [,] not half & half to assume a  of a job when he get [gets] home after the war.  i haven't been down south yet but the negroes that i've seen in new york are not and should not be together with white men. they should be in the same outfit but sleep in there [their] own seperate [separate] quarters [.] there is something about them that doesnt [doesn't] fit for them to be associated in the same  [.] they are getting now the best chanc [chance] of there [their] lives [.] maybe they will have some common sense when they come back.",white,4583,"[hope]|""[",i only hope that the soldier will have a better chance after the war. to get a job. with all the men working at defense plants and men being taught trades it will be a tough job. i only hope & pray that congress will set up something that will be positive not half & half to assume a  of a job when he gets home after the war.  i haven't been down south yet but the negroes that i've seen in new york are not and should not be together with white men. they should be in the same outfit but sleep in their own separate quarters. there is something about them that doesn't fit for them to be associated in the same . they are getting now the best chance of their lives. maybe they will have some common sense when they come back.,,
"the army feeds you well, clothes you well, give you good medical and dental care but [underlined] not [underlined] enough sleep.",white,4584,[underlined]|[underlined],"the army feeds you well, clothes you well, give you good medical and dental care but not enough sleep.",,
"the medical attention at basic training camps should be better. more attention at the dispensaries. hospitals are perfect. i have a preference in service but i go & fight or work where ever i'm needed. it is natural to complain & squawk bu as it is said 'a general can worry when the boys don't squawk. then something is wrong."" sirs: i like this questioneer idea very much. a fellow can get a load off his chest. keeping two races together would cause too much together. the medical attention at basic training camps should be better. [there should be] more attention at the dispensaries [as well]. hospitals [on the other hand,] are perfect. i have a [] but i go and fight a war where  i'm [decided?]. it is natural to complain and squawk but as it is said[ , ] ""a general can [wrong?] when the boys don't squawk. then something is wrong"". sirs: i like the  idea very much. a fellow can get a load off his chest.",white,4594,"[there should be]|[as well]|""[on the other hand","the medical attention at basic training camps should be better. more attention at the dispensaries. hospitals are perfect. i have a preference in service but i go & fight or work where ever i'm needed. it is natural to complain & squawk bu as it is said 'a general can worry when the boys don't squawk. then something is wrong."" sirs: i like this questioneer idea very much. a fellow can get a load off his chest. keeping two races together would cause too much together. the medical attention at basic training camps should be better. there should be more attention at the dispensaries as well. hospitals on the other hand are perfect. i have a but i go and fight a war where  i'm decided. it is natural to complain and squawk but as it is said ""a general can wrong when the boys don't squawk. then something is wrong"". sirs: i like the  idea very much. a fellow can get a load off his chest.",,"the medical attention at basic training camps should be better. more attention at the dispensaries. hospitals are perfect. i have a preference in service but i go & fight or work where ever i'm needed. it is natural to complain & squawk bu as it is said 'a general can worry when the boys don't squawk. then something is wrong."" sirs: i like this questioneer idea very much. a fellow can get a load off his chest. keeping two races together would cause too much together. the medical attention at basic training camps should be better. there should be more attention at the dispensaries as well. hospitals on the other hand, are perfect. i have a  but i go and fight a war where  i'm decided. it is natural to complain and squawk but as it is said ,  ""a general can wrong when the boys don't squawk. then something is wrong"". sirs: i like the  idea very much. a fellow can get a load off his chest."
"i think the civil service operating in sub-depots could be + should be improved a large amount, they not only are inferior, they sometimes stand in an orginazation [organization] way from carying out operation that the organization's are more capable of doing than the sub-depots them selves.",white,4612,[organization],"i think the civil service operating in sub-depots could be + should be improved a large amount, they not only are inferior, they sometimes stand in an organization way from carying out operation that the organization's are more capable of doing than the sub-depots them selves.",,
"if a soldier [soldier] deserts his post in the front lines, he is shot.  if a civilian deserts his post at a war plant his wages are docked. what about that?",white,4640,[soldier],"if a  soldier deserts his post in the front lines, he is shot.  if a civilian deserts his post at a war plant his wages are docked. what about that?",,
"i think negroes should be together in their work and fighting and the areas the live in in cities. thus they will have a better opportunity to be self governed, they are self-consious when entirely among white people. i also think that they should be welcome in our communities, establishments and our activities. they should have more intelegent and educated negro personal hired by our government to work with them in public affairs and recreational programs. i don't think a group of white soldiers would care to have colored non-coms and commissioned officers over them. [over]",white,4662,[over],"i think negroes should be together in their work and fighting and the areas the live in in cities. thus they will have a better opportunity to be self governed, they are self-consious when entirely among white people. i also think that they should be welcome in our communities, establishments and our activities. they should have more intelegent and educated negro personal hired by our government to work with them in public affairs and recreational programs. i don't think a group of white soldiers would care to have colored non-coms and commissioned officers over them. ",,
"the army should by all means when a soldier comes into the army is to give [underlined] him [underlined] his opinion as to where he wants to go, and what job he can do the best. then give him a fair chance to prove himself cabable. if he don't succeed he may get a transfer. i am in the engrs. but my training in civilian life gives me good chance to be in ordinance or air corps. this is a 'grit"" that i am sure the average soldier is of the same opionion. frankly! i think the ""classification test is all the ""bunk"". a. soldier:",white,4664,[underlined]|[underlined],"the army should by all means when a soldier comes into the army is to give him his opinion as to where he wants to go, and what job he can do the best. then give him a fair chance to prove himself cabable. if he don't succeed he may get a transfer. i am in the engrs. but my training in civilian life gives me good chance to be in ordinance or air corps. this is a 'grit"" that i am sure the average soldier is of the same opionion. frankly! i think the ""classification test is all the ""bunk"". a. soldier:",,
i think a good part of the civilians are not doing their part to help win the war. i would say most all of them are making a lot more money than they ever made before in their lives and yet some of them try to strike. all the people who want to strike should be put in the army and paid $50 a month instead of the $400 they are getting now.  i wish the service of supply would see to it that fort lewis would follow cir. [circular] 405 and not have so much red tape in trying to get something. supply hasn't been made much easier since the start of the war.,white,4699,[circular],i think a good part of the civilians are not doing their part to help win the war. i would say most all of them are making a lot more money than they ever made before in their lives and yet some of them try to strike. all the people who want to strike should be put in the army and paid $50 a month instead of the $400 they are getting now.  i wish the service of supply would see to it that fort lewis would follow cir. 405 and not have so much red tape in trying to get something. supply hasn't been made much easier since the start of the war.,,
"this questionaire [questionnaire] is a very good idea, and it makes a man think.  i think there should be training schools for non-coms. for our outfit we have some corporals, that are corporals because of seniority only. all men wishing to do so, should be allowed to take the o.c.s. exam on entrance in the army.  there is much equipment at this camp that is not being used, and it could be put to much better use overseas.  a personal gripe is, that we have been in this camp for 4 days, supposedly for  additional  training, and i've been on one detail or another every day, thru no fault of my own. i  like  to learn, and i don't get my chance.  we are 18 men, but i think we would put up a good fight, if given a chance.",white,4715,[questionnaire],"this questionnaire is a very good idea, and it makes a man think.  i think there should be training schools for non-coms. for our outfit we have some corporals, that are corporals because of seniority only. all men wishing to do so, should be allowed to take the o.c.s. exam on entrance in the army.  there is much equipment at this camp that is not being used, and it could be put to much better use overseas.  a personal gripe is, that we have been in this camp for 4 days, supposedly for  additional  training, and i've been on one detail or another every day, thru no fault of my own. i  like  to learn, and i don't get my chance.  we are 18 men, but i think we would put up a good fight, if given a chance.",,
"speaking of my experience the army lets you only educate yourself in one line of work and that's all. i would suggest if a person is capable of being able to handle a few jobs give him the opportunity. i do not favor the viceses [vices] (drinking, swearing, & gambling) of the men in our army. no man will make anything of himself in bad company. church should be much stronger with the men in our army. by prayer all of us together will only bring this war to an end. my suggestion is that the officers set an example by prayer, and it is sure to come down to the men. i quote from scripture: ""without me you can do nothing.""",white,4724,[vices],"speaking of my experience the army lets you only educate yourself in one line of work and that's all. i would suggest if a person is capable of being able to handle a few jobs give him the opportunity. i do not favor the vices(drinking, swearing, & gambling) of the men in our army. no man will make anything of himself in bad company. church should be much stronger with the men in our army. by prayer all of us together will only bring this war to an end. my suggestion is that the officers set an example by prayer, and it is sure to come down to the men. i quote from scripture: ""without me you can do nothing.""",,
my pet peeve about army life is that the non-coms [&] officers always hurry you up so that you'll have plenty of time to wait.,white,4728,[&],my pet peeve about army life is that the non-coms & officers always hurry you up so that you'll have plenty of time to wait.,,
it seems to me a good many officers show partiallity [partiality ] toward men they knew in civilian life especially in the national guard outfits. some young officers seem to be under the impression that enlisted men are to be dogged rather than that we are all in here to do a job & not enjoying the setup anymore than they are. some outfits stationed permanently in a garrison are given better rations than field troops training in the same camp.,white,4749,[partiality ],it seems to me a good many officers show partiality toward men they knew in civilian life especially in the national guard outfits. some young officers seem to be under the impression that enlisted men are to be dogged rather than that we are all in here to do a job & not enjoying the setup anymore than they are. some outfits stationed permanently in a garrison are given better rations than field troops training in the same camp.,,
(#52) why arn't huge wages cut to lower cost of war so the debt can be paid some day? many young men are still working at high wages & getting bragged on for it. why let healthy dodgers make a fortune when older men who can not do combat duty can do this work. the army is full of these men now & they have the war at heart. pay they army pay & reduce the casual co.[company],white,4750,[company],(#52) why arn't huge wages cut to lower cost of war so the debt can be paid some day? many young men are still working at high wages & getting bragged on for it. why let healthy dodgers make a fortune when older men who can not do combat duty can do this work. the army is full of these men now & they have the war at heart. pay they army pay & reduce the casual co.,,
"the one thing that makes it bad in the army as far as getting ahead is concern is, a person or pvt.[private] must have a good straw in his company to get ahead, it isn't based much on what he knows so much its how good his straw is and my opinion thats not the right way to run a outfit.",white,4789,[private],"the one thing that makes it bad in the army as far as getting ahead is concern is, a person or pvt.must have a good straw in his company to get ahead, it isn't based much on what he knows so much its how good his straw is and my opinion thats not the right way to run a outfit.",,
"qualified men ( i.e. with high classification scores ) should not be sent as replacements to established batteries or regiments, but wherever possible to form new outfits. any commander leans naturally toward his older men in promotions even though ability may favor the recruit. more impartial methods would result in higher caliber non-coms.  it should be simplier [simpler]  o.c.s[.] applications - in this particular battalion it is very poor politics to apply for o.c.s.",white,4817,[simpler]|[.],"qualified men ( i.e. with high classification scores ) should not be sent as replacements to established batteries or regiments, but wherever possible to form new outfits. any commander leans naturally toward his older men in promotions even though ability may favor the recruit. more impartial methods would result in higher caliber non-coms.  it should be simpler  o.c.s. applications - in this particular battalion it is very poor politics to apply for o.c.s.",,
"the eats are very poor. why is it they make noncom[non commissioned officer] out of men that is not very sharp and can't downwhat they should and are drunk every night. why is it your clothing is not all the same color. when you are unable to do field work they keep you in a combat outfit and since you can't  do field work and are on limited service you have not got a chance to become a noncom.[non commissioned officer] why not send you to some outfit where limited service men can be noncoms[non commissioned officers]. why not give the boys there 15 day furelough at the end of the six month like they are supposed to. why do they send a soldier as far from home as they can when he goes in the army. why can't you get out of the army in some other thing like the navy, coast guards. i fact the soldier is just pushed around by everyone they have  no rights at all.",white,4840,[non commissioned officer]|[non commissioned officer]|[non commissioned officers],"the eats are very poor. why is it they make noncom out of men that is not very sharp and can't downwhat they should and are drunk every night. why is it your clothing is not all the same color. when you are unable to do field work they keep you in a combat outfit and since you can't  do field work and are on limited service you have not got a chance to become a noncom. why not send you to some outfit where limited service men can be noncoms. why not give the boys there 15 day furelough at the end of the six month like they are supposed to. why do they send a soldier as far from home as they can when he goes in the army. why can't you get out of the army in some other thing like the navy, coast guards. i fact the soldier is just pushed around by everyone they have  no rights at all.",,
i believe that men who were experienced mechanics & mechinist [mechanists] before they entered the army should be given the same kind of work in the army.,white,4853,[mechanists],i believe that men who were experienced mechanics & mechanists before they entered the army should be given the same kind of work in the army.,,
for the most part the army is o.k. but-it seems to me that the army is wasting many valuable men on jobs which are far below their capabilities. my job could be handled by men taken into the army for limited service as could be hundreds of other jobs in the air corps thereby releasing many men for active duty. i would also like to know why they give the a.g.c.t. i made 147 on it and have been wasting my time & the armes [army's] for 7 months.,white,4880,[army's],for the most part the army is o.k. but-it seems to me that the army is wasting many valuable men on jobs which are far below their capabilities. my job could be handled by men taken into the army for limited service as could be hundreds of other jobs in the air corps thereby releasing many men for active duty. i would also like to know why they give the a.g.c.t. i made 147 on it and have been wasting my time & the aarmy's for 7 months.,,
the army is alright but you cant [can't] do the job that you know how to do. you cant [can't] use the trade that you worked at in civilian life. after you get out you cant [can't] do the work that you did before you came in.,white,4888,[can't]|[can't]|[can't],the army is alright but you can't do the job that you know how to do. You can't use the trade that you worked at in civilian life. after you get out you can't do the work that you did before you came in.,,
