"","id","subject_id","image_name","document_type","q85"
"1222",1221,"15921653","2521127-37-1531.jpg","A document that contains Q.85","I think that the government should give all the arm force the jobs we want even if  civilian that job. Civilian have had a chance to have made them something and if they haven't it will be just to bad. Don't let it be like it was after World War I soldiers came back home they could not get jobs and the government claim that they were not able to place them. I think if the government is able to place them on the battle field they should be able to place veterans at the thing he want and which I do believe regardless what the government publish in the paper that we not able. "
"1223",1222,"15921662","2521127-37-1532.jpg","A document that contains Q.85","I think it is very important that the Government and each state check on the youth of today that has been imployed [employed] instead of going to school to see that they go back to school for the future welfare of our country. Serious things has happened here in our country through ignorance and will continue to do so if all people are not taught the  right?  things in an intelligent manner. "
"1224",1223,"15921675","2521127-37-1533.jpg","A document that contains Q.85","Will he have the rights and privileges as every other fellow American. To my estimation its ignorance if a man is capable or qualified. I don't think he should be lacking opportunities that my answer on that. In this war it has been proved that if a man is qualified give them the opportunity and I am quite sure that the mission be accomplished haven't you got that same ideas to and that may be the road to breaking up discrimination among races. "
"1225",1224,"15921689","2521127-37-1534.jpg","A document that contains Q.85","I heard a lot of talk  discriminatorial acts in the army before I came in [insertion] the [/insertion] [insertion] army [/insertion] and after I got here but I didn't believed it until I was  myself. Now I can say because I know there is a lot of racial discrimination going on but I think something should be done about it. I also think that the Government should make some arrangement for the negros to receive equal rights in the South/ If they don't do something, after the war when the boys return there will be a little bloodshed. "
"1226",1225,"15921702","2521127-37-1535.jpg","A document that contains Q.85","I would like to see the USA live up to everything that democracy stands for. And we don't have to wait until [underline] after [/underline] the war to do so. "
"1227",1226,"15921710","2521127-37-1536.jpg","A document that contains Q.85","I would like to have social equality. I think it would be a better place to live if we be social equality. I think everyone should be given an equal break. There are plenty of jobs we could handle but we don't ever get a chance. In most states the only job we can get is porter work or ???. Some think that other ??? would& take where they couldn't find anything else at the present. If we are trained for a job I think we should be able to get it regardless of race. "
"1228",1227,"15921719","2521127-37-1537.jpg","A document that contains Q.85","I am not so well and haven't been as long as I been in the army and that almost 2 years. I went to army doctor also hospital and came back the same. I work pretty hard every day and don't complain. But I can't go on. People out in the street and in the hospital feel more better than I do. In fact I had stomach trouble for over 5 yrs if they could do any thing for me why have me to die in here. let me die at home with my folks. All I ask is to get well and may others ask the same. But some day the lord will hear my pray. That's all I ask of the army is get well and get out. That no more than weight I have done my best and willing to do more but I can't. so i hope some one look in to my troubles before it too late. "
"1229",1228,"15921730","2521127-37-1538.jpg","A document that contains Q.85","I do hope conditions of all nature are better for the minority race as democracy means equality & freedom, and if I am in this Army to help preserve Democracy I want to be respected, & treated like  whites  and have the rights and privileges to work where I am qualified and have the rights to live where I so desire, with being discriminated against. "
"1230",1229,"15921737","2521127-37-1539.jpg","A document that contains Q.85","I want to know if a person can complete a trial such as school repair work an how would he go by it to get Air School for the job can he start school while he is in the Army. "
"1231",1230,"15921744","2521127-37-1540.jpg","A document that contains Q.85","In speaking of conditions after the war, I think there will have to be quite a few changes made about this race problem, we are always talking about the constitution of the United States states this and that well why not live up to this and that. The biggest problem will be to break up such  which leads to everything evil. And if something isn't done about this now and quick this place will not be fit to live in after the  war "
"1232",1231,"15921756","2521127-37-1541.jpg","A document that contains Q.85","The Race bar should be did away with in the United States and every one should get the same opportunity to live, go and  work  any place in this country. By working should get the same wages as any other American.  I would like to see the Country live what it teaches or try to teach other Nations (Democracy ) Stop liveing [living] what Hitler   desperately   .  The Army should do away with the two armies White + [and] Colored but make one American Army. Because we all suppose to be Americans "
"1233",1232,"15921764","2521127-37-1542.jpg","Other"," "
"1234",1233,"15921774","2521127-37-1543.jpg","A document that contains Q.85","Here is Just how I am thinking in fact Just how I've been thinking since I've been in this outfit, I was transferred here as a mail clerk along with a few other and now being used as a labor [laborer] because they have a mail clerk but here what I look at. There are fellows here holding Sgt. rating can't read or write quite dunhb [dumb?] and I spent years in high school planning to go to college and finish my studies but look where I stand here a Pfc. and cant [can't] do any better because the out fit offer no rating I believe in picking the fellow for the Job if he's black, blue or white, if he cant [can't] do the Job get  all cant [can't] , I do think this little space as this is the first time I've had the chance of getting this off my back and I do hope it will be read so people can see what kind of break their Son's get after working like hell to put them through school, and there the fellow stands on the block get all the break's  Thank's "
"1235",1234,"15921781","2521127-37-1544.jpg","A document that contains Q.85","Speaking for myself I should think the question of employment should best be answered by a mans ability. Employment is still the countrys greatest problem, and probably always will. A string of medals should not be used to influence a prospective employer because they are too easily obtained. You can get the purple heart simply by cutting your finger here in the U.S.A. between the hours of 0600 and 1800 (duty hours). A colonel in the field Artillary [artillery] could hardly be expected to sucessfuly [successfully] be a mechanic and yet many an officer will be employed post war simply because he was an officer.  Will the army ever learn to place ""all"" men according to their ability - instead of by the requirements of the Army? and most of all when they start giving out jobs will a colonel get a ""Good job"" and a pvt the scrapings? time will tell "
"1236",1235,"15921788","2521127-37-1545.jpg","A document that contains Q.85","I think the race problem is going to be one of the major problems after the war. After all the United States is supposed to be fighting for democracy in the fullest sense of the word. However some of the very things against which she is fighting, is being practiced in her own sails. Personally, I think that the average member of the minority races, isn't interested in democracy to the extent that inter-mission is to be sanctioned. However, he does think that the should be allowed equal educational & economic opportunities. I believe that were these minority group offend equal educational facilities racial friction would be eliminated a great deal. That can also be applied to member of the white race. A little schooling for them along the line of sociology, Anatomy, biology etc.; might cause them to drop some of their foolish idea & sugestions [suggestions] about being superior. Incidentally, if that feeling of superiority was done away with, it would go a long way toward preventing another war in the next 25 years.   "
"1237",1236,"15921800","2521127-37-1546.jpg","A document that contains Q.85","A man should be treated as a man & this idea of out ranking a man & using this as a way to do duty should be stopped. I think a buck Pvt. has feelings just as a Colonel. Everyone is the Army should do their own jobs. Usually something new comes out & the Col. is the last one to hear about & see it & the one o do it. "
"1238",1237,"15921815","2521127-37-1547.jpg","A document that contains Q.85","I think the Negro race may have a better chance but not a  self   hudly  . Because of so many of the southern race of white, where they been use to have the Negores a slaves for them. From my appraisal this way is good for the White to let them see what a Negro is really made of. "
"1239",1238,"15921824","2521127-37-1548.jpg","A document that contains Q.85","We soldiers of the United State Army are sacrificing more than one will ever know.  Our love, our happiness our health is more than anything in the world and we would like to hold dearly to it but since we are confronted by this  gorgeous   slut  of people that cause us to leave the thing we love and live a life no one would deserve, & subject to loose any moment. We deserve some consideration. We do not ask for everything but we have to start all over again and the road is a little rough so its up to you'll to smooth it as you can do so. "
"1240",1239,"15921834","2521127-37-1549.jpg","A document that contains Q.85","I think commanding officers should treat all his men alike So I think the 1st Sgt. shouldnt have pets. Personally they havent done anything to me, but is make it hard for everybody it makes us all get punished. When some of their pets get caught.  The company has no moral or dicipline [discipline] . I try to be a good soldier but, I get punished for nothing. I dont like the company.   "
"1241",1240,"15921843","2521127-37-1550.jpg","A document that contains Q.85","What I would like to know is will racial problem be better or worse and will the government advance each man enough to keep him going until he land better things. "
"1242",1241,"15921852","2521127-37-1551.jpg","A document that contains Q.85","I definitely believe I could be more help to the country as a defence worker than a soldier. Since I came into the Army I haven't been able to carry on a month continuously without medical attention. As a civilian I went months without medical aid. "
"1243",1242,"15921864","2521127-37-1552.jpg","A document that contains Q.85","i want to know why am i transferred out when i stayed down south in one camp almost 2 years an now i have all that i have to live for there an i am out here and dont know for how long so i think i did more for helping the war efforts there than i have here "
"1244",1243,"15921871","2521127-37-1553.jpg","A document that contains Q.85","I would like to have a government job + I would like to go to school. "
"1245",1244,"15921890","2521127-37-1554.jpg","A document that contains Q.85","I think that after the war we should keep a certain amount of men in the army so that they can be trained & physically fit. Because we don't want another Pearl Harbor. Men after the war should still be train for certain jobs, appointed by the Govt [government] . This I am sure this would make us have an army 2nd to none. "
"1246",1245,"15921900","2521127-37-1555.jpg","A document that contains Q.85","I think Negroes should be treated in this country as they are treated in foreign Lands. Namely, as humans and not as dogs or leipers [lepers]  "
"1247",1246,"15921908","2521127-37-1556.jpg","A document that contains Q.85","Aug. 30, 1944 All I want to say is that I tried to do my best to serve my country in the time of year and if I have failed it is not because I didn't by my & have never been AWOL & never been on sink hall and never been in the gard House and that is more than a lot can say. I tried to cooperate with all of my fellows and get along and do m part of this job we had to do and it will be great when it's all over so I can go back home and live to full some of my plans and if this is ever & will try to do my part so that is all I can think of now. "
"1248",1247,"15921914","2521127-37-1557.jpg","A document that contains Q.85","I would like to get a government job in m home city so that I could buy a home for my family. "
"1249",1248,"15921925","2521127-37-1558.jpg","A document that contains Q.85","Why can everyone be treated the same; why don't this discrimination come to a close all over the United States. "
"1250",1249,"15921932","2521127-37-1559.jpg","A document that contains Q.85","I believe things will be better for me because I am putting my effort forth for my Govt and country and doing it at a great sacrifice and this sacrifice must not be in vain. "
"1251",1250,"15921940","2521127-37-1560.jpg","A document that contains Q.85","I am trusting that it will be in a beller [better] condition in every respeck [respect] after the war   "
"1252",1251,"15921948","2521127-37-1561.jpg","A document that contains Q.85","I dont see why they just put Negros in Port Co. and not give them a chance that white people have  I dont think the army should break up a  maned  mans home of song standing  When there are lots of unmaried men & single men still out in the streets   "
"1253",1252,"15921968","2521127-37-1562.jpg","A document that contains Q.85","All that I have to say is this; and that is - that I hope & pray that something will be done about race prejudice. "
"1254",1253,"15921976","2521127-37-1563.jpg","A document that contains Q.85","The conditions after the war will be about the same for the Negro as a whale, as long as social hatred exists, unless there be some very definite changes in Mankind. On the other hand he will have to prove himself fit in every respect to compete with the average american. Maybe a few jobs of less  p  will be offered us but not such that it will aid in the rising of Negros to a high position. "
"1255",1254,"15921985","2521127-37-1564.jpg","A document that contains Q.85","My comment herewith bears a bitter tinge. This feeling in America shouldn't be. Treatment of the Negro soldier by prejudiced Americans and even by the Army itself tends to make any intelligent Negro bitter.  My being in a Port Company as an individual soldier is not important, but when I am deliberately sent to a work unit, solely because I am a Negro, I must resent the Army.  I want to share in this world and this democracy, for which my brothers are dying. I want to be free to be called an American. At present, I can only say that I am First, a Negro, and then an American, because prejudiced America has made me so. "
"1256",1255,"15921994","2521127-37-1565.jpg","A document that contains Q.85","The Army should be the one democratic spot of the nation even tho it might result in some friction at first. It seems to me that if every man were given a chance to advance in grade without regard to race. Also the practice of separating the races into separate organizations should be stopped. How can we present a picture of democracy to the world when the very army of the nation that is preaching this gospel is quite undemocratic and discriminating. Then too, the Army would be the place for all races to learn more about each other from association & contact and this would soon be felt in an improvement in inter-racial cooperation in civilian life. "
"1257",1256,"15922001","2521127-37-1566.jpg","A document that contains Q.85","I think that some immediate and drastic changes should be made for the welfare of colored troops in the south and for the Negro in the south after the war - They is going to be serious trouble. "
"1258",1257,"15922013","2521127-37-1567.jpg","A document that contains Q.85","I checked #B in question # 64  because I think that after the war People who are now being forced to hire members of my race will discharged them by the thousands. I don't think that FEPC will have any authority after the was to make the employers retain their negro help. Therefore I think that unless Uncle Sam start to take steps now his Negro nephews will have a hard time securing a job after the war "
"1259",1258,"15922023","2521127-37-1568.jpg","A document that contains Q.85","First: I think we should have more negro officers in the army. There are a number of men whom I think have never had a fare [fair] break to show what they really know. It seems to me that a man with the best connections gets the best job whether he can do the job well or not rather than the the man that has [insertion] the [/insertion] better qualifications. I think a man should be given a chance to show his ability at least. Second: I think after the war that a man that has served in the arm forces should get the first choice at everything. "
"1260",1259,"15922032","2521127-37-1569.jpg","A document that contains Q.85","Very much dissatisfied with present company because of lack of consideration given him by non-commissioned officers. Desires any branch where he will be given full opportunity to soldier. "
"1261",1260,"15922041","2521127-37-1570.jpg","A document that contains Q.85","I have been in the Army about 4 years and have learned a lot that will help me when I gets out. An I am sure that a great many more can say the same thing. The Army is a swell place for a young man. I don't care who he is. "
"1262",1261,"15922049","2521127-37-1571.jpg","A document that contains Q.85","I think conditions in this war will be rather tight. By that I mean that most servicemen will have a tough time in trying to get good jobs. And taxes will be high because of the National Debt.  "
"1263",1262,"15922056","2521127-37-1572.jpg","A document that contains Q.85","I rather feel that things are going to be quite complicated for a while. With the amount of women working on jobs that were otherwise held by men, it's going to be quite a time for soldiers dismissed from service to find employment. There are a great number of civilians that are on jobs that they held before the war and they're going to be first choice for work. Then there are those who have taken jobs and proved satisfactory to the employer; therefore the employer (looking to his own interest) will think it  sensible to discharge a laborer who's working satisfactorily for  another man just because he served with the Armed forces. "
"1264",1263,"15922064","2521127-37-1573.jpg","A document that contains Q.85","I think that the Army should look an put men on the job that he is best fit for. Men who has had the Education. Some of the men in my race (Negro) have gotten the breaks But not all some of the men are well experance for better jobs, But are put at job that don't interest them. So they lack moral. And that don't care feeling. I hope some time in the future all this will be over looked and the colored race will be given a break before or after this ware is over. Thank You Vwery much for my little say in this Army. I am very sorry that I can't put my name on this form. "
"1265",1264,"15922078","2521127-37-1574.jpg","A document that contains Q.85","worldwide democracy involving the freedoms outlined by the president will not become a practical reality unless the people of the world are somehow made to realize that they share not only national but world wide responsibility. Democracy in the U.S.  must become a national objective to be first hered [heard] by press, radio, journalism, and pul pit [pulpit] . Education will still remain the basis but we cannot wait for the seeds of education to take root. What I am attempting to say is that this great country of ours must be presented to the world as concrete evidence of the things worth while we are fighting for.  If the rest of the world accepting U.S. guidance and leadership are permitted to discover that this country is hypocritical in practicing it's avowed and stated ideals this war will have been fought in vain. There can be no collective international security if the United States is viewed by the countless millions of little people with distrust. It's time to ""stop pretending"". "
"1266",1265,"15922087","2521127-37-1575.jpg","A document that contains Q.85","Army & War  The army is very great and some time I like it and again I do not care for it. May be if I would have been into another Branch maybe I   which  case for the army but now after the war is over I  prefer  some kind of government job  or  in some kind of business of for my self. One in  .  Also after the war is  back home and try to raise a family if I  see  fit I will not make it I may come back into the service. "
"1267",1266,"15922094","2521127-37-1576.jpg","A document that contains Q.85","I think there should be an adequate living for each family and all children should if necessary be force to attend school. at least until they finish high school  "
"1268",1267,"15922104","2521127-37-1577.jpg","A document that contains Q.85","I would like to see conditions change so far as racial conditions are concerned.  "
"1269",1268,"15922111","2521127-37-1578.jpg","A document that contains Q.85","I would like to see every man that filled out this form get the job that he like best "
"1270",1269,"15922119","2521127-37-1579.jpg","A document that contains Q.85","I don't think there will be much change in conditions after the war especially for my race. We always have a tough way to go. To my ideas there will be a might little chang if any as far as the opposite race is concerned. If any change is made it will come through God. I would love to see the time come when one man regardless to race or color be looked upon as the other.  "
"1271",1270,"15922127","2521127-37-1580.jpg","A document that contains Q.85","In the army and every branch of service I have ben in are close to has seemed to me as are like a dictatorship and the officer get more like that are from the Jerman [German] Gastipo [Gestapo] than an American officer. The officers in my out fir walk and talk and you can see the the race hatred in every eord they say and in all actions some even speaks of it. i would like to go over seas but with a different chain of commands. The beast's as this one is too filthy with the hatered of a color or in-ef-ficent of the capabilities of a unit as well trained for combat as ours. "
"1272",1271,"15922138","2521127-37-1581.jpg","A document that contains Q.85","The main thing I have been trying to explained [explain] to me is do [does] war ever accomplish anything. This war more than any other is for race domnation [domination] or should I say for a small part of some races to domated [dominate] the rest of the world. In fact I have such little confidence in the American Peoples ability to think it really look hopeless. only one thing will help it and that is more and better education. In fact we have more ignornce [ignorant] peoples than any place in the world barrowing [barring] none.  In fact all armys [armies] and wars are just a bunch of ignorance [ignorant] bull shit  "
"1273",1272,"15922153","2521127-37-1582.jpg","A document that contains Q.85","If conditions do not improve after the war for the Negro, and I'm sure it won't, I plan on saving so much money as will be necessary to go to another country, say Mexico, Canada or even France. I've often wondered just what I and thousands of others of my race are going to benefit from giving somewhere in the neigh-borhood of 5 years of my life to a government who failed to recognize us in society and bus-iness. Personally, I think the United States, with it's biased Southern crackers may learn a lesson and a good one if this present war was lost. "
"1274",1273,"15922169","2521127-37-1583.jpg","A document that contains Q.85","Let America be Free!!! "
"1275",1274,"15922179","2521127-37-1584.jpg","A document that contains Q.85","I feel that as soon as I can get out of the army I can do a lots better and be much more happy. I will go back to my old job and buy my house and me and my family will be happy together "
"1276",1275,"15922191","2521127-37-1585.jpg","A document that contains Q.85","I believe that unless [insertion] ex [/insertion] service men are given a fair chances at jobs in post war days this country will suffer a great catasphoe [catastrophe] . This in my estimation can be prevented if proper authorities plan ahead, & follow through with same.  This country has a tendency to become neglectant toward us soldiers. After its need for their services no longer exist Great Care should be taken to prevent a repetetion [repetition] of this after this war. "
"1277",1276,"15922208","2521127-37-1586.jpg","A document that contains Q.85","I believe the U.S. will always maintain a superior Army and for those that are interested it's very good, but the few people that are ahead that I've met, have very poor judgement as far as I can see, or they do not Care. I know that Our Army is Superior and I will always do my part but it is not my way of life & there is no advancement in it if you don't lower yourself to do things such as ( , Uncle Tom & etc) "
"1278",1277,"15922219","2521127-37-1587.jpg","A document that contains Q.85","Really I dont like the Army so Im not interested. "
"1279",1278,"15922240","2521127-37-1588.jpg","A document that contains Q.85","As a whole I don't know whether I would like the Army or not, because I have been in the same battery & organization since my entrance in the Army, but I definitely don't like where I am at the present. The officers don't know anything, but Court Martial & Jail, & they don't seem to  have the welfare of the men at heart. Most of them are just here.  I am hoping that after the war is over the living conditions & economic conditions will be better than before the war. "
"1280",1279,"15922253","2521127-37-1589.jpg","A document that contains Q.85","I am in favor of the G.I. Bill of Rights and intend to continue my education as far as possible with their aide, if I cannot get the aid of the G.I. bill of Rights I am still going to school. "
"1281",1280,"15922260","2521127-37-1590.jpg","A document that contains Q.85","Why does the war department put out a order from Adj. general's office about Jim-crow and refuse to send it to all army post? and refuse to empower there own order by having Army post exchanges one for white and one for colored. I hardly think the men would even think of wanting to attend a mix social affair or be in a place where they are not wanted. "
"1282",1281,"15922271","2521127-37-1591.jpg","A document that contains Q.85","I sincerely hope that race prejudice and segregation will be abolished from the United States, and that every Citizen regardless to race, color or creed will be given equal opportunities in this great democracy, which it is presenty [presently] only in name. I believe that the greatest test of world powers will come about 40 years hence, and I believe as Lincoln: that a house divided against itself cannot stand. The union cannot stand half slave and half free. At the present time it is almost impossible for colored soldiers to find a latrine on this post that is not labeled for Whites Only' - OH! Conscript fathers, how long will thou abuse our priviledges [privileges] ?   "
"1283",1282,"15922283","2521127-37-1592.jpg","A document that contains Q.85","Personally I think the whole dam Army is a bunch of bullshit. Why have I got to go and fight Jerrys or Japs when POWs given twice more respect than I am. I cant [go] to PXs. I cant get comfortable seat on a bus. I'm the last person to be waited on in place that is run by White on the Post. They want everything to ""White Supremacy"" as some of them say now since I'm a negro What am I fighting for I have no future in view. They give the negro groups the damest officers in the Army whom can  call you Boy Joe K and sometime Negger for example (Maj. Jack L Kenns) whom is now S-4 in my outfit.It is highly important that something be done about this matter otherwise Race Riots in America will come after the war and I'm for it. "
"1284",1283,"15922294","2521127-37-1593.jpg","A document that contains Q.85","Right now I am faced with court martial for going from one part of the post to another on sunday evening and not being on duty. The army is a protector of the Jim Crow act. This camp 349th is not in any way ready for service. The officers are against the men every day. One would expect bloodshed before nightfall, the men are work from day break to dark. My enemy is right in the USA in the Capitol and in my army which I serve with that is why I should fight here and you speak of how the German did people their enemy, well we have suffered worse punishment here in this country. The country we are defending - hanging, burning and denied the right of citizenship, is that democracy. "
"1285",1284,"15922305","2521127-37-1594.jpg","A document that contains Q.85","The Army Does not live up to regulations. A man is not rated on his merits but upon his willing to submit to the unethetical [unethical] desires of the ones in charge, regardless of his ability to fullfil [fulfill] the requirements of the job. I have no present or future desires to remain in ""this"" or no other Army however one cannot but see the falacy of an organization which pretend to be fighting for democracy and yet practices the the most undemocratic principals in the instrument used to being about Democracy.  I think that the Armies Of the U.S.A. should be investigated ever [every] so often to learn of the conditions that exist. Counsel with the men get better truths then all the questionaires [questionnaires} in the world.  We are being head by incompatent [competent] officer who dont [don't] know as much as we do and yet because we disagree with them because they are wrong the finger is put on us and our army career is end there. words cannot tell the story "
"1286",1285,"15922314","2521127-37-1595.jpg","A document that contains Q.85","Personally I think the war could have been avoided. Of course since I was drafted I'm in favor of serving to the best I know how. [Paragraph] I realize when America interest is involved she must protect that  of it, but why involve so many lives for something other countrys has done. [Paragraph] I hope that after the war is over we can secure good jobs as before and not go on the soup line as in 1918. I'm sure the government will take care of that part. [Paragraph] After this war I hope there won't ever be any more. For what I've gone through I feel that the strain won't allow me to finish another.  "
"1287",1286,"15922324","2521127-37-1596.jpg","A document that contains Q.85","It is a shame being a a negro fighting to defend this country and have to stand and face the problems that confronts the Negro.  Put your self in my place and look it over hope it will change "
"1288",1287,"15922331","2521127-37-1597.jpg","A document that contains Q.85","Yes, I have more to say than these few lines could hold -- if only it would it would receive true thought and consideration. As a whole I think the Army is one of the worst enemies to the ideals of Democracy that I know. Officers, for they are the controling factors of an Army Are elevated not particularly for knowledge but by political corruption + Eginorant Southern Pro-Hitlerites. It is here in the Army that democracy has been completely suppressed + segregation hate and intolerance brought to the front.Take for example in my Outfit the few officers who tryed to be impartite have been immediately moved. At present there is a major who openly denounces the race who must stay under his jurisdiction according to the Army Regulations. I could really talk with someone + all others with this outfit to an Observer -- Do you think these Officers will return to this country if they go over seas with their present Outfit? "
"1289",1288,"15922343","2521127-37-1598.jpg","A document that contains Q.85","I don't believe in all this war shit. "
"1290",1289,"15922354","2521127-37-1599.jpg","A document that contains Q.85","In an outfit ready to go overseas. I personally don't think our battery knows all they should about some things. Very few of the men in our battery know how to work in a gun crew. We do several things just for the record such as we threw 2 grenades, shot the bazooka a few times. We never had instruction in doing either of those. We just went out there and shot or threw so it could be put on the record that it was done. "
"1291",1290,"15922363","2521127-37-1600.jpg","A document that contains Q.85","I think this war is more a money war than any other thing there has ever been in history. "
"1292",1291,"15922375","2521127-37-1601.jpg","A document that contains Q.85","Conditions after the war will depend largely upon those people left back to run the Government and society what they have done and will do further condition depends. Racial hate is on the up grade, which will breed only trouble locking off of large numbers of workers daily in another good cause. If we who are in the Armed services are allowed to come back into society free of all hates developed by Southern Congressmen, newspapers and individuals conditions will be even better than before the war, eating, sleeping and dieing together brings all men closer together. If any conditions exist after the war that is a black mark against America. It only will show the world as a whole that the American way is only the way for those ignorant leaders without regard for anything decent to control America always and Japan should make a Pearl harbour of the whole dam country. "
"1293",1292,"15922385","2521127-37-1602.jpg","A document that contains Q.85","As a whole speaking my opinion I think the Army's alright for the people who want to be in it and there's to [too] much preduisedy [prejudice] in the Army & too much segragation & jim Crow claim and if these could be stopped I'm quite sure the colored Race, as a Whole would live better & if conditions could be changed I think the same statements as I fore said would cease our race would be better. We don't have opportunities to show what we can do in many cases & if the same equalities as other races was granted us we would feel more like being in Democracy. One officer in my organization should wake up & he is Major Jack Kern Gen. Hq. Btry 349th. "
"1294",1293,"15922401","2521127-37-1603.jpg","A document that contains Q.85","I think after the war if  Negro had  civil  right thing would be better for every one. I am a colard [colored] soldier in my out fit we have white officers I believe if we had collard [colored] officers we would be better off The officers we have they don't like collard [colored] people if we had collard [colored] officers I don't believe any country could white us out We need a new post sargent [sergeant]  "
"1295",1294,"15922412","2521127-37-1604.jpg","A document that contains Q.85","The Army should be more candid about who they comission. I think an enlisted man gets a fairly rotten deal when something happens between him and an officer and neither of them has a witness. As a rule the officers word is taken rather than the enlisted mans word and that shouldnt be. It is tru that an officer is supposed to be a gentleman that is after he is comissioned but actually the bars on his shoulder does not change his character. If he was rotten or no good before he came in the Army and has been that way all his life he will continue to be that way until he dies. Any soldier (enlisted man), regardless of his rank will do his very best to preserve disciplines when he has good square shooting leaders but the stuff thats in [insertion] him [/insertion] which would be of the greatest benefit to the Army just wont come out when there is partiality in his organization. signed: a colored [underline] Soldier [/underline] P.S. Please consider this for the sake of a better army "
"1296",1295,"15922422","2521127-37-1605.jpg","A document that contains Q.85","I have been in the army 4 yrs [years] and 26 days in the same btry [battery] & battalion. We have all white officers & I think they are parshal [partial] towards our race. Although I am a Sf Sgt [Staff Sergeant] I am not trusted to do the job that I am supposed to do seemingly they don't trust me first because I am a Negro soldier. Any work that has responsibility although it is my job they send a officer it makes you feel very small, especially when you know that you can do the job. We have a group commander that actually hates Negroes & if a officer is assigned to the group that tries to treat you decent, the group commander soon transfers him out. We have had lots of good officers in the group but they can't stay long that is one of the things that had actually turned me against the army. You have no voice as a Negro in the U.S.Army & no equal rights yet you fight and die together. "
"1297",1296,"15922432","2521127-37-1606.jpg","A document that contains Q.85","I think that all people should be given an equal opportunity in all things whether it be educational or labor and especially in the South. In doing this I feel that the majority of the Negro troops would take more interest in the service of these United States which they call their country. Because there seems to be a feeling of their liberating people when they would be under Bondage. As other nationalitys migrate to the U.S. and are given better opportunities than the Negros than have spent a life time here and never railed in arm opposition against the southern white people who would give the same Klansmen who killed of their son an equal chance in any field. And in the Army I don't think there should be any discrimination of any post Camp or station as long as the U.S. soldier is supposedly fighting for the same cause then their should be equality. "
"1298",1297,"15922443","2521127-37-1607.jpg","A document that contains Q.85","Wish to have better understanding with all to whom I may come in contact with. To have all freedoms. To be shown that the job that I am here to do, and am going to do to the best of my knowlege [knowledge] , is and has been appreaciated [appreciated] . Would like some assurance of these things while still on this side  . I am sure that if this could be done, not only myself but my race as a whole, would have the highest morale and equal the best fighting outfits in the Army. "
"1299",1298,"15922454","2521127-37-1608.jpg","A document that contains Q.85","The race problem is very bad in the United States. Actually I don't think the negro has and is being given a fair chance, they strike if he works in factorys his wages doesn't come up to the standing this causing him to have a little chance to get a good education. actually I think the negro has done a good bit for the U.S. far more than he has for any other country as I under stand Russia is writing the U.S. a letter now on race problems now this is also in the army. "
"1300",1299,"15922465","2521127-37-1609.jpg","A document that contains Q.85","I think after the war that all volunteers should be discharged first and that the government do by all as it was said. "
"1301",1300,"15922476","2521127-37-1610.jpg","A document that contains Q.85","I often wondered will it be as now in these united State (racial) The Predjutice [prejudice] which are held even on this army Post there are Signs White only. Negro's Keep out even. Negro Not allowed in Places on the camp. (So. camp Hood)  it does make one feel by what use has he wearing the USA uniform. I don't wear mind [mine] for just a monkey suit which the civillian [[civilian] & officers & enlisted Personell [personnel] of this camp think.  I am for democracy But what is it? "
"1302",1301,"15922489","2521127-37-1611.jpg","A document that contains Q.85","I only hope that each and every one will be recognized and treated as a citizen, regardless of race, creed or color "
"1303",1302,"15922500","2521127-37-1612.jpg","A document that contains Q.85","Give the negro a equal break like you do other races. "
"1304",1303,"15922510","2521127-37-1613.jpg","A document that contains Q.85","Being a negro I am [delete]will[/delete] very much interested the welfare of the negro when this war is over During the last two or three years there have been a considerable amount of reports from different sections of the U.S. of beating, killings or other injustices against the negro soldier even on Army post prisoners of war enjoying certain previliges that are denied the negro soldiers who are fighting and dying for this God Dam country and there's nothing not a God Dam thing being done about it. What the hell are we fighting for? So some son-a-bitching peck-o-wood down in Georgia or Texas can go right on calling us 'niggers' or hanging or beating you up because he's afraid you might fuck a white woman. We don't want your dam women. What we want is an equal opportunity to compete for jobs. The right to raise or family, the chance to help Govern, equal previliges under the Bill o Rights (soldier) or any thing else for the benefit of the soldier. What we want when this war is over is a chance to live by the principles which we are fighting for. "
"1305",1304,"15922524","2521127-37-1614.jpg","A document that contains Q.85","(1) I have been told time and time again that we are fighting to keep democracy in power. Democracy has never been in power - not even in the country of its origination. If democracy means what they say, than the only way it can be attained is through abolishing States' Rights. Follow the Russian procedure: make it a Federal law that segregation toward any race of people is a ""Crime"" and enforce that law, then we have the ""Democracy"" which at the present is only a ""joke"". (2) Consider the problems of the enlisted men in the Army as well as as those of the Officers - too many Officers are beating the Army ""rap"" for trivial disturbances, while the physical and mental condition of the enlisted men are being ignored. (3) Non-prejudiced Officials should investigate Army Camps more often and more thoroughly to see that certain War Department Directives are being complied with. (4) Remove all incompetent Officers and force them back into the Army as enlisted men. (5) Keep the northern, and eastern soldier out of the south. "
"1306",1305,"15922538","2521127-37-1615.jpg","A document that contains Q.85","I would like to see the nergo [negro] soldier given a better chance in the the army. And given a chance to prove his worth. As a army with his leaders and also out side of the Army. "
